Message,Time,Longitude,Latitude,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType
16212,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,9.1,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),62,,,9.1,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16213,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_1,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16214,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,256QAM,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16215,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16216,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16217,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,94648.72,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16218,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16219,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16220,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16221,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16222,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16223,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,94.4,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16224,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16225,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16226,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16227,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16228,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16229,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16230,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16231,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16232,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16233,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16234,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16235,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16236,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16237,03/14/2025 12:18:17,29.02161,41.10714,5GSA,40,-74.5,-10.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16238,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16239,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16240,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16241,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16242,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16243,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,10.1,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66,,,10.1,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16244,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_1,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16245,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,256QAM,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16246,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,95846.4,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16247,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16248,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16249,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16250,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16251,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16252,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,96.4,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16253,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16254,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16255,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16256,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16257,03/14/2025 12:18:17,29.02161,41.10714,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16258,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16259,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16260,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16261,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16262,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16263,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16264,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16265,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16266,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16267,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16268,03/14/2025 12:18:18,29.02164,41.10719,5GSA,40,-75.2,-10.4,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16269,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16270,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16271,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16272,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16273,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16274,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16275,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16276,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16277,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16278,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16279,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16280,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16281,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16282,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16283,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,92763.3,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16284,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16285,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,8.9,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),59,,,8.9,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16286,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_1,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16287,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,256QAM,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16288,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16289,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16290,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16291,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,95887.36,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16292,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16293,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16294,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16295,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16296,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16297,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16298,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,96.6,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16299,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16300,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16301,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16302,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16303,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16304,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16305,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16306,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16307,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16308,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16309,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16310,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16311,03/14/2025 12:18:18,29.02164,41.10719,5GSA,40,-69.8,-10.3,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16312,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16313,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16314,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16315,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16316,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,8.1,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),63,,,8.1,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16317,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEVEL_1,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16318,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,256QAM,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16319,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16320,03/14/2025 12:18:18,29.02164,41.10719,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16321,03/14/2025 12:18:18,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16322,03/14/2025 12:18:18,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16323,03/14/2025 12:18:18,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,95518.72,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16324,03/14/2025 12:18:18,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16325,03/14/2025 12:18:19,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16326,03/14/2025 12:18:19,29.02166,41.10721,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16327,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16328,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rank4,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16329,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16330,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,97.2,,,,,,,,,,,17.5,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16331,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16332,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16333,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16334,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16335,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16336,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16337,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16338,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16339,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16340,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16341,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16342,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16343,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16344,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16345,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16346,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16347,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
16348,03/14/2025 12:18:19,29.02167,41.10723,5GSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,,0,0,,0,0,0,0,,,
