Message,Time,Longitude,Latitude,NR_Scan_NR_ARFCN,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6,Time_Numeric
2030,2025-03-14 12:16:21,29.02258,41.10466,643296,246,278,38,23,40,59,76,-92.58,-112.35,-115.14,-94.5533333333333,-105.598181818182,-109.738558607072,-103.161261696348,-10.74,-24.11,-26.31,-33.6633333333333,-33.0558842975207,-38.4372247625747,-35.7573535256748,15.07,-13.28,-15.54,-23.03,-33.4554545454545,-33.1028217555197,-32.7422079686085,1741954581.527
2034,2025-03-14 12:16:21,29.02254,41.10465,643296,246,278,38,23,40,59,76,-91.81,-111.095,-116.203333333333,-95.0588888888889,-105.535454545455,-109.740551068031,-103.164494415937,-10.73,-27.19,-26.1566666666667,-33.7855555555556,-33.0585454545455,-38.4376415758002,-35.7573535256748,15.6166666666667,-16.44,-15.3766666666667,-23.1466666666667,-33.9236363636364,-33.1023209477652,-32.7303652278901,1741954581.707
2035,2025-03-14 12:16:21,29.02254,41.10465,640704,3,13,68,23,40,59,76,-72.18,-83.99,-84.16,-95.16,-105.41,-109.739222760725,-103.163108964685,-11.17,-22.98,-23.12,-33.81,-33.063867768595,-38.4373637003166,-35.7573535256748,8.58,-12.1,-12.25,-23.17,-34.86,-33.1026548196015,-32.735440688198,1741954581.707
2036,2025-03-14 12:16:21,29.02254,41.10465,640704,3,13,68,23,40,59,76,-72.1233333333333,-84.1066666666667,-84.1716666666667,-94.8566666666667,-105.35125,-109.739886914378,-103.163570781769,-11.1716666666667,-23.22,-23.1916666666667,-33.7366666666667,-33.0665289256198,-38.4375026380584,-35.7573535256748,8.56333333333333,-12.3533333333333,-12.325,-23.1,-34.39125,-33.1024878836834,-32.7337488680954,1741954581.707
2037,2025-03-14 12:16:21,29.02254,41.10465,640704,3,13,68,23,40,59,76,-71.775,-84.2233333333333,-85.73,-94.9577777777778,-105.472727272727,-109.741215221684,-103.164032598853,-11.045,-23.46,-24.88,-33.7611111111111,-33.0612066115703,-38.437780513542,-35.7573535256748,9.945,-12.6066666666667,-14.08,-23.1233333333333,-34.3918181818182,-33.1021540118471,-32.7320570479928,1741954581.707
2038,2025-03-14 12:16:21,29.02254,41.10465,643296,246,278,38,23,40,59,76,-90.27,-109.84,-118.33,-96.3257142857143,-105.2925,-109.742543528989,-103.165418050106,-10.71,-30.27,-25.85,-35.31,-33.0691900826446,-38.4380583890257,-35.5568342452136,16.71,-19.6,-15.05,-24.6728571428571,-33.9225,-33.1018201400108,-32.7269815876849,1741954581.808
2039,2025-03-14 12:16:21,29.02254,41.10465,643296,246,278,38,23,40,59,76,-91.04,-111.38,-117.266666666667,-95.7428571428571,-105.23375,-109.741879375337,-103.164956233021,-10.72,-29.73,-26.0033333333333,-34.56,-33.0718512396694,-38.4379194512839,-35.7573535256748,16.1633333333333,-19.055,-15.2133333333333,-23.9214285714286,-33.45375,-33.1019870759289,-32.7286734077875,1741954581.808
2040,2025-03-14 12:16:21,29.02254,41.10465,643296,246,278,38,23,40,59,76,-91.23,-112.92,-120.66,-97.4914285714286,-105.11625,-109.743871836295,-103.166341684274,-10.72,-29.19,-28.74,-36.81,-33.077173553719,-38.4383362645093,-34.3511612101564,16.07,-18.51,-18.01,-26.1757142857143,-32.51625,-33.1014862681745,-32.7235979474796,1741954581.887
2041,2025-03-14 12:16:21,29.02254,41.10465,643296,246,278,38,23,40,59,76,-90.75,-113.106,-119.495,-96.9085714285714,-105.175,-109.743207682642,-103.16587986719,-10.715,-29.054,-27.295,-36.06,-33.0745123966942,-38.4381973267675,-34.3511612101564,16.39,-18.368,-16.53,-25.4242857142857,-32.985,-33.1016532040926,-32.7252897675823,1741954581.887
2043,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,38,23,40,59,76,-91.235,-113.292,-121.3,-98.6571428571429,-105.0575,-109.745200143601,-103.167265318443,-14.11,-28.918,-26.736,-38.31,-33.0798347107438,-38.438614139993,-34.3511612101564,5.09,-18.226,-15.934,-27.6785714285714,-32.0475,-33.1011523963382,-32.7202143072744,1741954582.124
2042,2025-03-14 12:16:22,29.02254,41.10465,643296,246,278,38,23,40,59,76,-91.2325,-113.478,-120.98,-98.0742857142857,-104.99875,-109.744535989948,-103.166803501358,-12.415,-28.782,-27.738,-37.56,-33.0824958677686,-38.4384752022511,-34.3511612101564,10.58,-18.084,-16.972,-26.9271428571429,-31.57875,-33.1013193322563,-32.721906127377,1741954582.124
2044,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,38,23,40,59,76,-91.2375,-113.664,-121.62,-98.64,-104.949295415959,-109.747192604559,-103.168650769695,-15.805,-28.646,-25.734,-38.428,-33.0878181818182,-38.4390309532184,-34.3511612101564,-0.399999999999999,-17.942,-14.896,-27.798,-31.1053056027165,-33.1006515885837,-32.7151388469665,1741954582.127
2045,2025-03-14 12:16:22,29.0225,41.10465,640704,3,13,68,23,40,59,76,-71.37,-84.34,-87.3,-99.24,-104.94,-109.745864297254,-103.168188952611,-10.92,-23.7,-26.64,-39.06,-33.0851570247934,-38.4387530777348,-34.3511612101564,11.31,-12.86,-15.91,-28.43,-31.11,-33.10098546042,-32.7168306670691,1741954582.127
2046,2025-03-14 12:16:22,29.0225,41.10465,640704,3,13,68,23,40,59,76,-70.455,-83.65,-87.6933333333333,-98.04,-104.958590831919,-109.746528450907,-103.167727135527,-10.89,-23.995,-27.2416666666667,-37.796,-33.090479338843,-38.4388920154766,-34.3511612101564,11.725,-13.17,-16.52,-27.166,-31.1006112054329,-33.1008185245019,-32.7185224871718,1741954582.127
2047,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,68,23,40,59,76,-91.24,-113.85,-88.0866666666667,-96.84,-104.977181663837,-109.747856758212,-103.169574403864,-17.5,-28.51,-27.8433333333333,-36.532,-33.0958016528926,-38.4391698909603,-34.3511612101564,-5.89,-17.8,-17.13,-25.902,-31.0912224108659,-33.1004846526656,-32.7117552067613,1741954582.347
2048,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,68,23,40,59,76,-91.928,-113.71,-88.48,-97.44,-104.967886247878,-109.748520911865,-103.169112586779,-16.174,-28.89,-28.445,-37.164,-33.0931404958678,-38.4393088287021,-34.3511612101564,-2.29,-18.1875,-17.74,-26.534,-31.0959168081494,-33.1003177167474,-32.7134470268639,1741954582.347
2049,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,68,23,40,59,76,-92.616,-113.57,-88.8733333333333,-96.3041666666667,-105.005067911715,-109.751177526476,-103.1714216722,-14.848,-29.27,-29.0466666666667,-36.2,-33.1037851239669,-38.4398645796694,-35.5605553895473,1.31,-18.575,-18.35,-25.5708333333333,-31.0771392190153,-33.0996499730749,-32.7049879263507,1741954582.467
2050,2025-03-14 12:16:22,29.0225,41.10465,643296,246,278,68,23,40,59,76,-93.304,-113.43,-89.2666666666667,-96.4325,-104.995772495756,-109.749185065518,-103.170959855116,-13.522,-29.65,-29.6483333333333,-36.8,-33.1011239669422,-38.4394477664439,-35.5605553895473,4.91,-18.9625,-18.96,-26.1725,-31.0818336162988,-33.1001507808293,-32.7066797464534,1741954582.467
2051,2025-03-14 12:16:22,29.0225,41.10465,640704,3,13,68,23,40,59,76,-69.54,-82.96,-89.66,-96.24,-104.986477079796,-109.749849219171,-103.170498038032,-10.86,-24.29,-30.25,-35.9,-33.0984628099174,-38.4395867041857,-35.5605553895473,12.14,-13.48,-19.57,-25.27,-31.0865280135823,-33.0999838449111,-32.708371566556,1741954582.467
2052,2025-03-14 12:16:22,29.0225,41.10465,640704,3,13,68,23,40,59,76,-69.2675,-82.3575,-89.39,-96.3683333333333,-105.014363327674,-109.750513372824,-103.170036220948,-10.88,-23.9775,-30.1855555555556,-36.5,-33.1064462809917,-38.4397256419275,-35.5605553895473,11.8625,-13.1525,-19.5044444444445,-25.8716666666667,-31.0724448217318,-33.099816908993,-32.7100633866586,1741954582.467
2054,2025-03-14 12:16:22,29.02245,41.10464,640704,3,13,68,23,40,59,76,-68.995,-81.755,-89.12,-96.5608333333333,-105.023658743633,-109.751841680129,-103.172345306369,-10.9,-23.665,-30.1211111111111,-37.4,-33.1091074380165,-38.4400035174112,-35.0147124894774,11.585,-12.825,-19.4388888888889,-26.7741666666667,-31.0677504244482,-33.0994830371567,-32.7016042861455,1741954582.639
2053,2025-03-14 12:16:22,29.0225,41.10465,640704,3,13,68,23,40,59,76,-68.7225,-81.1525,-88.85,-96.4966666666667,-105.032954159593,-109.752505833782,-103.171883489285,-10.92,-23.3525,-30.0566666666667,-37.1,-33.1117685950413,-38.440142455153,-35.5605553895473,11.3075,-12.4975,-19.3733333333333,-26.4733333333333,-31.0630560271647,-33.0993161012386,-32.7032961062481,1741954582.639
2055,2025-03-14 12:16:22,29.02245,41.10464,643296,246,278,68,23,40,59,76,-94.68,-113.29,-88.58,-96.6891666666667,-105.042249575552,-109.753169987435,-103.173268940537,-10.87,-30.03,-29.9922222222222,-38,-33.1144297520661,-38.4402813928948,-34.5898181372087,12.11,-19.35,-19.3077777777778,-27.3758333333333,-31.0583616298812,-33.0991491653204,-32.6982206459402,1741954582.667
2056,2025-03-14 12:16:22,29.02245,41.10464,643296,246,278,68,23,40,59,76,-93.992,-113.222,-88.31,-96.625,-105.051544991511,-109.753834141088,-103.172807123453,-12.196,-28.936,-29.9277777777778,-37.7,-33.1170909090909,-38.4404203306367,-34.5898181372087,8.51,-18.222,-19.2422222222222,-27.075,-31.0536672325976,-33.0989822294023,-32.6999124660429,1741954582.667
2057,2025-03-14 12:16:22,29.02245,41.10464,643296,246,278,68,23,40,59,76,-93.6325,-113.154,-88.04,-96.7533333333333,-105.06084040747,-109.754498294741,-103.173730757622,-10.855,-27.842,-29.8633333333333,-38.3,-33.1197520661157,-38.4405592683785,-34.3511612101564,12.4125,-17.094,-19.1766666666667,-27.6766666666667,-31.0489728353141,-33.0988152934841,-32.6965288258376,1741954582.779
2058,2025-03-14 12:16:22,29.02245,41.10464,643296,246,278,68,23,40,59,76,-92.585,-113.086,-87.77,-96.8175,-105.07013582343,-109.755162448394,-103.174192574706,-10.84,-26.748,-29.7988888888889,-38.6,-33.1224132231405,-38.4406982061203,-34.3511612101564,12.715,-15.966,-19.1111111111111,-27.9775,-31.0442784380306,-33.098648357566,-32.694837005735,1741954582.827
2059,2025-03-14 12:16:22,29.02245,41.10464,643296,246,278,68,23,40,59,76,-91.5375,-113.018,-87.5,-96.9458333333333,-105.079431239389,-109.756490755699,-103.17465439179,-10.825,-25.654,-29.7344444444445,-39.2,-33.1250743801653,-38.4409760816039,-34.3511612101564,13.0175,-14.838,-19.0455555555556,-28.5791666666667,-31.039584040747,-33.0983144857297,-32.6931451856324,1741954582.867
2060,2025-03-14 12:16:22,29.02245,41.10464,640704,3,13,68,23,40,59,76,-68.45,-80.55,-87.23,-97.01,-105.088726655348,-109.757154909352,-103.175116208874,-10.94,-23.04,-29.67,-39.5,-33.1277355371901,-38.4411150193458,-34.3511612101564,11.03,-12.17,-18.98,-28.88,-31.0348896434635,-33.0981475498115,-32.6914533655297,1741954582.867
2061,2025-03-14 12:16:22,29.02245,41.10464,640704,3,13,68,23,40,59,76,-68.756,-80.824,-86.768,-96.8816666666667,-105.098022071307,-109.755826602046,-103.175578025958,-10.956,-23.026,-28.92,-38.9,-33.1303966942149,-38.4408371438621,-34.3511612101564,10.828,-12.154,-18.218,-28.2783333333333,-31.03019524618,-33.0984814216478,-32.6897615454271,1741954582.867
2063,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,23,40,59,76,-69.062,-81.098,-86.306,-96.915,-105.107317487267,-109.757819063005,-103.176039843043,-10.972,-23.012,-28.17,-39.045,-33.1330578512397,-38.4412539570876,-34.3511612101564,10.626,-12.138,-17.456,-28.42,-31.0255008488964,-33.0979806138934,-32.6880697253245,1741954583.139
2062,2025-03-14 12:16:23,29.02245,41.10464,640704,3,13,68,23,40,59,76,-69.368,-81.372,-85.844,-96.9625,-105.116612903226,-109.758483216658,-103.176501660127,-10.988,-22.998,-27.42,-39.2725,-33.1357190082645,-38.4413928948294,-34.3511612101564,10.424,-12.122,-16.694,-28.65,-31.0208064516129,-33.0978136779752,-32.6863779052219,1741954583.139
2064,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,23,40,59,76,-69.674,-81.646,-85.382,-96.8675,-105.135203735144,-109.760475677616,-103.176963477211,-11.004,-22.984,-26.67,-38.8175,-33.1410413223141,-38.4418097080549,-34.3511612101564,10.222,-12.106,-15.932,-28.19,-31.0114176570458,-33.0973128702208,-32.6846860851192,1741954583.187
2065,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,23,40,59,76,-69.98,-81.92,-84.92,-96.82,-105.125908319185,-109.759811523963,-103.177887111379,-11.02,-22.97,-25.92,-38.59,-33.1383801652893,-38.4416707703131,-34.3511612101564,10.02,-12.09,-15.17,-27.96,-31.0161120543294,-33.0974798061389,-32.681302444914,1741954583.187
2066,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,23,40,59,76,-68.1633333333333,-81.3933333333333,-84.995,-96.8383333333333,-105.144499151104,-109.759147370311,-103.177425294295,-10.9366666666667,-24.1733333333333,-26.8683333333333,-38.0922222222222,-33.1437024793388,-38.4415318325712,-34.3511612101564,11.4966666666667,-13.3433333333333,-16.1333333333333,-28.4633333333333,-31.0067232597623,-33.0976467420571,-32.6829942650166,1741954583.187
2067,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,23,40,59,76,-66.3466666666667,-80.8666666666667,-85.07,-96.8566666666667,-105.153794567063,-109.761139831269,-103.178348928464,-10.8533333333333,-25.3766666666667,-27.8166666666667,-37.5944444444445,-33.1463636363636,-38.4419486457967,-34.3511612101564,12.9733333333333,-14.5966666666667,-17.0966666666667,-28.9666666666667,-31.0020288624788,-33.0971459343026,-32.6796106248114,1741954583.233
2068,2025-03-14 12:16:23,29.02241,41.10463,643296,246,278,68,23,40,59,76,-90.49,-112.95,-85.145,-96.875,-105.163089983022,-109.762468138575,-103.178810745548,-10.81,-24.56,-28.765,-37.0966666666667,-33.1490247933884,-38.4422265212803,-34.3511612101564,13.32,-13.71,-18.06,-29.47,-30.9973344651952,-33.0968120624663,-32.6779188047087,1741954583.279
2069,2025-03-14 12:16:23,29.02241,41.10463,643296,246,278,68,23,40,59,76,-90.2966666666667,-113.03,-85.22,-96.8933333333333,-105.172385398981,-109.761803984922,-103.179272562632,-10.7866666666667,-23.73,-29.7133333333333,-36.5988888888889,-33.1516859504132,-38.4420875835385,-34.3511612101564,13.9633333333333,-12.8333333333333,-19.0233333333333,-29.9733333333333,-30.9926400679117,-33.0969789983845,-32.6762269846061,1741954583.279
2070,2025-03-14 12:16:23,29.02241,41.10463,643296,246,278,68,23,40,59,76,-90.1033333333333,-113.11,-85.295,-96.9116666666667,-105.181680814941,-109.76379644588,-103.179734379716,-10.7633333333333,-22.9,-30.6616666666667,-36.1011111111111,-33.154347107438,-38.442504396764,-34.3511612101564,14.6066666666667,-11.9566666666667,-19.9866666666667,-30.4766666666667,-30.9879456706282,-33.09647819063,-32.6745351645035,1741954583.369
2071,2025-03-14 12:16:23,29.02241,41.10463,640704,3,13,68,68,40,59,76,-64.53,-80.34,-85.37,-95.8447661870504,-105.1909762309,-109.763132292228,-103.180196196801,-10.77,-26.58,-31.61,-37.205881294964,-33.1570082644628,-38.4423654590222,-35.7610746700085,14.45,-15.85,-20.95,-26.565881294964,-30.9832512733447,-33.0966451265482,-32.6728433444009,1741954583.369
2072,2025-03-14 12:16:23,29.02241,41.10463,643296,246,278,68,68,40,59,76,-89.91,-113.19,-85.37,-95.8430215827338,-105.209567062818,-109.765124753186,-103.180658013885,-10.74,-22.07,-30.8875,-37.2078417266187,-33.1623305785124,-38.4427822722476,-35.7610746700085,15.25,-11.08,-20.22,-26.5678417266187,-30.9738624787776,-33.0961443187938,-32.6711515242982,1741954583.407
2073,2025-03-14 12:16:23,29.02241,41.10463,643296,246,278,68,68,40,59,76,-90.3366666666667,-113.506666666667,-85.37,-95.8412769784173,-105.200271646859,-109.764460599533,-103.181119830969,-10.8266666666667,-23.4433333333333,-30.165,-37.2098021582734,-33.1596694214876,-38.4426433345058,-35.7610746700085,13.6666666666667,-12.5266666666667,-19.49,-26.5698021582734,-30.9785568760611,-33.0963112547119,-32.6694597041956,1741954583.407
2075,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-90.7633333333333,-113.823333333333,-85.37,-95.8395323741007,-105.237453310696,-109.767117214145,-103.182967099306,-10.9133333333333,-24.8166666666667,-29.4425,-37.2117625899281,-33.1703140495868,-38.4431990854731,-35.7610746700085,12.0833333333333,-13.9733333333333,-18.76,-26.5717625899281,-30.959779286927,-33.0956435110393,-32.6626924237851,1741954583.507
2076,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-67.5,-81.7,-85.37,-95.8377877697842,-105.218862478778,-109.766453060492,-103.182043465137,-10.86,-25.07,-28.72,-37.2137230215827,-33.1649917355372,-38.4430601477313,-35.7610746700085,12.2,-14.29,-18.03,-26.5737230215827,-30.9691680814941,-33.0958104469575,-32.6660760639903,1741954583.507
2077,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-66.37,-81.24,-85.6566666666667,-95.8360431654676,-105.228157894737,-109.767781367798,-103.181581648053,-10.8225,-25.7375,-29.48,-37.2156834532374,-33.167652892562,-38.4433380232149,-35.7610746700085,13.2075,-14.9775,-18.7955555555556,-26.5756834532374,-30.9644736842105,-33.0954765751212,-32.667767884093,1741954583.507
2074,2025-03-14 12:16:23,29.02241,41.10463,643296,3,13,68,68,40,59,76,-65.24,-80.78,-85.9433333333333,-95.8342985611511,-105.246748726655,-109.765788906839,-103.182505282222,-10.785,-26.405,-30.24,-37.2176438848921,-33.1729752066116,-38.4429212099895,-35.7610746700085,14.215,-15.665,-19.5611111111111,-26.5776438848921,-30.9550848896435,-33.0959773828756,-32.6643842438877,1741954583.507
2078,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-64.11,-80.32,-86.23,-95.8325539568345,-105.265339558574,-109.76844552145,-103.18342891639,-10.7475,-27.0725,-31,-37.2196043165468,-33.1782975206612,-38.4434769609567,-35.7610746700085,15.2225,-16.3525,-20.3266666666667,-26.5796043165468,-30.9456960950764,-33.095309639203,-32.6610006036825,1741954583.687
2079,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-91.19,-114.14,-86.5166666666667,-95.830809352518,-105.256044142615,-109.769109675103,-103.183890733474,-11,-26.19,-31.76,-37.2215647482014,-33.1756363636364,-38.4436158986986,-35.7610746700085,10.5,-15.42,-21.0922222222222,-26.5815647482014,-30.9503904923599,-33.0951427032849,-32.6593087835798,1741954583.687
2080,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-95.3,-113.33,-86.8033333333333,-95.8290647482014,-105.274634974533,-109.769773828756,-103.184352550558,-10.94,-21.53,-32.52,-37.2235251798561,-33.180958677686,-38.4437548364404,-35.7610746700085,11.15,-10.48,-21.8577777777778,-26.5835251798561,-30.9410016977929,-33.0949757673667,-32.6576169634772,1741954583.689
2081,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-91.07,-114.59,-87.09,-95.8255755395683,-105.293225806452,-109.771102136062,-103.184814367643,-10.98,-25.55,-33.28,-37.2274460431655,-33.1862809917355,-38.444032711924,-35.7610746700085,10.59,-14.73,-22.6233333333333,-26.5874460431655,-30.9316129032258,-33.0946418955304,-32.6559251433746,1741954583.727
2082,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-91.015,-115.266666666667,-87.3766666666667,-95.8273201438849,-105.283930390492,-109.770437982409,-103.185276184727,-12.17,-25.2433333333333,-34.04,-37.2254856115108,-33.1836198347108,-38.4438937741822,-35.7610746700085,7.1075,-14.42,-23.3888888888889,-26.5854856115108,-30.9363073005093,-33.0948088314486,-32.654233323272,1741954583.727
2083,2025-03-14 12:16:23,29.02237,41.10462,643296,246,278,68,68,40,59,76,-90.96,-115.943333333333,-87.6633333333333,-95.8220863309353,-105.321112054329,-109.772430443367,-103.185738001811,-13.36,-24.9366666666667,-34.8,-37.2313669064748,-33.1942644628099,-38.4443105874077,-35.7610746700085,3.625,-14.11,-24.1544444444445,-26.5913669064748,-30.9175297113752,-33.0943080236941,-32.6525415031693,1741954583.867
2084,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-62.98,-79.86,-87.95,-95.8203417266187,-105.31181663837,-109.771766289715,-103.186199818895,-10.71,-27.74,-35.56,-37.2333273381295,-33.1916033057851,-38.4441716496659,-35.7610746700085,16.23,-17.04,-24.92,-26.5933273381295,-30.9222241086587,-33.0944749596123,-32.6508496830667,1741954583.867
2085,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-63.54,-80.19,-87.24,-95.8238309352518,-105.302521222411,-109.77309459702,-103.18666163598,-10.725,-27.535,-34.3775,-37.2294064748201,-33.1889421487603,-38.4444495251495,-35.7610746700085,15.735,-16.83,-23.7325,-26.5894064748201,-30.9269185059423,-33.094141087776,-32.6491578629641,1741954583.867
2086,2025-03-14 12:16:23,29.02237,41.10462,640704,3,13,68,68,40,59,76,-64.1,-80.52,-86.53,-95.8185971223022,-105.330407470289,-109.773758750673,-103.187123453064,-10.74,-27.33,-33.195,-37.2352877697842,-33.1969256198347,-38.4445884628913,-35.7610746700085,15.24,-16.62,-22.545,-26.5952877697842,-30.9128353140917,-33.0939741518578,-32.6474660428615,1741954583.905
2088,2025-03-14 12:16:24,29.02232,41.10461,640704,3,13,68,68,40,59,76,-64.66,-80.85,-85.82,-95.8168525179856,-105.358293718166,-109.774422904326,-103.188508904316,-10.755,-27.125,-32.0125,-37.2372482014389,-33.2049090909091,-38.4447274006331,-35.7610746700085,14.745,-16.41,-21.3575,-26.5972482014389,-30.8987521222411,-33.0938072159397,-32.6423905825536,1741954584.267
2089,2025-03-14 12:16:24,29.02232,41.10461,640704,3,13,68,68,40,59,76,-65.22,-81.18,-85.11,-95.8151079136691,-105.339702886248,-109.775087057979,-103.188047087232,-10.77,-26.92,-30.83,-37.2392086330935,-33.1995867768595,-38.444866338375,-35.7610746700085,14.25,-16.2,-20.17,-26.5992086330935,-30.9081409168082,-33.0936402800215,-32.6440824026562,1741954584.267
2090,2025-03-14 12:16:24,29.02232,41.10461,640704,3,13,68,68,40,59,76,-63.4066666666667,-80.31,-84.92,-95.8133633093525,-105.367589134126,-109.775751211632,-103.188970721401,-10.76,-26.7385714285714,-31.1814285714286,-37.2411690647482,-33.2075702479339,-38.4450052761168,-35.7610746700085,14.5166666666667,-16.0142857142857,-20.5242857142857,-26.6011690647482,-30.8940577249576,-33.0934733441034,-32.640698762451,1741954584.267
2087,2025-03-14 12:16:24,29.02237,41.10462,640704,3,13,68,68,40,59,76,-61.5933333333333,-79.44,-84.73,-95.811618705036,-105.348998302207,-109.776415365285,-103.187585270148,-10.75,-26.5571428571429,-31.5328571428571,-37.2431294964029,-33.2022479338843,-38.4451442138586,-35.7610746700085,14.7833333333333,-15.8285714285714,-20.8785714285714,-26.6031294964029,-30.9034465195246,-33.0933064081852,-32.6457742227588,1741954584.267
2091,2025-03-14 12:16:24,29.02232,41.10461,643296,246,13,68,68,40,59,76,-90.85,-78.57,-84.54,-95.8098741007194,-105.386179966044,-109.77774367259,-103.189432538485,-15.74,-26.3757142857143,-31.8842857142857,-37.2450899280576,-33.2128925619835,-38.4454220893422,-35.7610746700085,-3.34,-15.6428571428571,-21.2328571428571,-26.6050899280576,-30.8846689303905,-33.092972536349,-32.6390069423483,1741954584.427
2092,2025-03-14 12:16:24,29.02232,41.10461,643296,246,13,68,68,40,59,76,-90.905,-77.7,-84.35,-95.8081294964029,-105.376884550085,-109.777079518937,-103.189894355569,-14.55,-26.1942857142857,-32.2357142857143,-37.2470503597122,-33.2102314049587,-38.4452831516004,-35.7610746700085,0.1425,-15.4571428571429,-21.5871428571429,-26.6070503597122,-30.889363327674,-33.0931394722671,-32.6373151222457,1741954584.427
2093,2025-03-14 12:16:24,29.02232,41.10461,643296,246,13,68,68,40,59,76,-90.87,-76.83,-84.16,-95.8063848920863,-105.395475382003,-109.778407826243,-103.190356172653,-14.67,-26.0128571428571,-32.5871428571429,-37.2490107913669,-33.2155537190083,-38.4455610270841,-35.7610746700085,-0.8125,-15.2714285714286,-21.9414285714286,-26.6090107913669,-30.879974533107,-33.0928056004308,-32.6356233021431,1741954584.452
2095,2025-03-14 12:16:24,29.02228,41.1046,643296,246,13,68,68,40,59,76,-90.89,-75.96,-83.97,-95.7994064748202,-105.43265704584,-109.780400287202,-103.19220344099,-13.6,-25.8314285714286,-32.9385714285714,-37.2568525179856,-33.2261983471074,-38.4459778403095,-35.7610746700085,1.715,-15.0857142857143,-22.2957142857143,-26.6168525179856,-30.8611969439728,-33.0923047926764,-32.6288560217326,1741954584.667
2096,2025-03-14 12:16:24,29.02228,41.1046,640704,3,13,68,68,40,59,76,-59.78,-75.09,-83.78,-95.8046402877698,-105.423361629881,-109.781064440854,-103.191279806822,-10.74,-25.65,-33.29,-37.2509712230216,-33.2235371900827,-38.4461167780514,-35.7610746700085,15.05,-14.9,-22.65,-26.6109712230216,-30.8658913412564,-33.0921378567582,-32.6322396619378,1741954584.667
2097,2025-03-14 12:16:24,29.02228,41.1046,640704,3,13,68,68,40,59,76,-59.4166666666667,-75.2925,-83.9672727272727,-95.8028956834532,-105.414066213922,-109.779736133549,-103.190817989737,-10.7266666666667,-25.985,-33.5790909090909,-37.2529316546763,-33.2208760330579,-38.4458389025677,-35.7610746700085,15.58,-15.2425,-22.9409090909091,-26.6129316546763,-30.8705857385399,-33.0924717285945,-32.6339314820405,1741954584.667
