step,DL_lon,DL_lat,UL_lon,UL_lat,Scanner_lon,Scanner_lat,fused_lon,fused_lat
4066,29.021229,41.104637,29.021978,41.10452,29.021587,41.10619,29.021519,41.104836
4067,29.021229,41.104637,29.021978,41.10452,29.021578,41.106052,29.021515,41.104816
4068,29.021229,41.104637,29.021978,41.10452,29.021578,41.106052,29.021515,41.104816
4069,29.021246,41.104637,29.021978,41.10452,29.021523,41.106,29.021519,41.104805
4070,29.021246,41.104637,29.021978,41.10452,29.021523,41.106,29.021519,41.104805
4071,29.021246,41.104637,29.021978,41.10452,29.020205,41.10532,29.021322,41.104706
4072,29.021246,41.104637,29.021978,41.10452,29.020205,41.10532,29.021322,41.104706
4073,29.021246,41.104637,29.021978,41.10452,29.020205,41.10532,29.021322,41.104706
4074,29.021246,41.104637,29.021978,41.10452,29.020205,41.10532,29.021322,41.104706
4075,29.021246,41.104637,29.021978,41.10452,29.021584,41.105957,29.021528,41.104797
4076,29.021246,41.104637,29.021978,41.10452,29.021584,41.105957,29.021528,41.104797
4077,29.021246,41.104637,29.021978,41.10452,29.021584,41.105957,29.021528,41.104797
4078,29.021246,41.104637,29.02145,41.104618,29.021584,41.105957,29.021362,41.10483
4079,29.021246,41.104637,29.02145,41.104618,29.020193,41.105297,29.021156,41.104733
4080,29.021246,41.104637,29.02145,41.104618,29.020193,41.105297,29.021156,41.104733
4081,29.021246,41.104637,29.02145,41.104618,29.020193,41.105297,29.021156,41.104733
4082,29.021246,41.104637,29.02145,41.104618,29.02017,41.105316,29.021152,41.104736
4083,29.021246,41.104637,29.02145,41.104618,29.02017,41.105316,29.021152,41.104736
4084,29.021229,41.104637,29.02145,41.104618,29.021584,41.106052,29.021353,41.104847
4085,29.021229,41.104637,29.02145,41.104618,29.021584,41.106052,29.021353,41.104847
4086,29.021229,41.104637,29.02145,41.104618,29.021584,41.106052,29.021353,41.104847
4087,29.021229,41.104637,29.02145,41.104618,29.020054,41.105297,29.021124,41.104733
4088,29.021229,41.104637,29.02145,41.104618,29.020054,41.105297,29.021124,41.104733
4089,29.021229,41.104637,29.02145,41.104618,29.020054,41.105297,29.021124,41.104733
4090,29.021229,41.104637,29.02145,41.104618,29.020054,41.105297,29.021124,41.104733
4091,29.021229,41.104637,29.021978,41.10452,29.021587,41.106018,29.021519,41.10481
4092,29.021229,41.104637,29.021978,41.10452,29.021587,41.106018,29.021519,41.10481
4093,29.021229,41.104637,29.021978,41.10452,29.02158,41.106056,29.021515,41.104816
4094,29.02362,41.105373,29.021978,41.10452,29.02158,41.106056,29.022802,41.105213
4095,29.02362,41.105373,29.021978,41.10452,29.02159,41.10608,29.022806,41.105217
4096,29.02362,41.105373,29.021978,41.10452,29.02159,41.10608,29.022806,41.105217
4097,29.02362,41.105373,29.021978,41.10452,29.019848,41.105305,29.022543,41.1051
4098,29.02362,41.105373,29.021978,41.10452,29.019848,41.105305,29.022543,41.1051
4099,29.02362,41.105373,29.021978,41.10452,29.019848,41.105305,29.022543,41.1051
4100,29.02362,41.105373,29.021978,41.10452,29.019848,41.105305,29.022543,41.1051
4101,29.02362,41.105373,29.021978,41.10452,29.019848,41.105305,29.022543,41.1051
4102,29.02362,41.105373,29.021978,41.10452,29.021585,41.106075,29.022806,41.105217
4103,29.02362,41.105373,29.021978,41.10452,29.021585,41.106075,29.022806,41.105217
4104,29.02362,41.105373,29.021978,41.10452,29.019844,41.1053,29.022543,41.1051
4105,29.02362,41.105373,29.021978,41.10452,29.019844,41.1053,29.022543,41.1051
4106,29.02362,41.105373,29.02145,41.104618,29.020782,41.105366,29.02252,41.10514
4107,29.02362,41.105373,29.02145,41.104618,29.022003,41.10585,29.022701,41.105213
4108,29.02362,41.105373,29.02145,41.104618,29.022003,41.10585,29.022701,41.105213
4109,29.021229,41.104637,29.02145,41.104618,29.022003,41.10585,29.021414,41.104816
4110,29.020864,41.104584,29.02145,41.104618,29.021696,41.105495,29.021173,41.10473
4111,29.020864,41.104584,29.02145,41.104618,29.021696,41.105495,29.021173,41.10473
4112,29.020864,41.104584,29.02145,41.104618,29.021696,41.105495,29.021173,41.10473
4113,29.020864,41.104584,29.02145,41.104618,29.021696,41.105495,29.021173,41.10473
4114,29.020864,41.104584,29.02145,41.104618,29.022003,41.105648,29.021217,41.10475
4115,29.020864,41.104584,29.02145,41.104618,29.022003,41.105648,29.021217,41.10475
4116,29.020864,41.104584,29.02145,41.104618,29.022003,41.105648,29.021217,41.10475
4117,29.020864,41.104584,29.02145,41.104618,29.020777,41.105373,29.021034,41.104713
4118,29.020864,41.104584,29.02145,41.104618,29.020777,41.105373,29.021034,41.104713
4119,29.020864,41.104584,29.02145,41.104618,29.022114,41.105698,29.021235,41.10476
4120,29.020864,41.104584,29.02145,41.104618,29.022114,41.105698,29.021235,41.10476
4121,29.020864,41.104584,29.02145,41.104618,29.01875,41.105392,29.020731,41.104713
4122,29.020864,41.104584,29.02145,41.104618,29.02101,41.105373,29.021069,41.104713
4123,29.02362,41.105457,29.021978,41.10452,29.02101,41.105373,29.02272,41.105152
4124,29.02362,41.105457,29.021978,41.10452,29.02101,41.105373,29.02272,41.105152
4125,29.02362,41.10539,29.021978,41.10452,29.02101,41.105373,29.02272,41.105118
4126,29.02362,41.10539,29.021978,41.10452,29.02217,41.105755,29.022892,41.10518
4127,29.02362,41.10539,29.021978,41.10452,29.021025,41.10538,29.02272,41.10512
4128,29.02362,41.10539,29.021978,41.10452,29.021025,41.10538,29.02272,41.10512
4129,29.02362,41.10539,29.021978,41.10452,29.02112,41.10538,29.022734,41.10512
4130,29.02362,41.10539,29.021978,41.10452,29.02112,41.10538,29.022734,41.10512
4131,29.02362,41.10539,29.021978,41.10452,29.022057,41.105595,29.022875,41.105152
4132,29.02362,41.10539,29.021978,41.10452,29.022057,41.105595,29.022875,41.105152
4133,29.02362,41.10539,29.021978,41.10452,29.022057,41.105595,29.022875,41.105152
4134,29.02362,41.10539,29.021978,41.10452,29.022057,41.105595,29.022875,41.105152
4135,29.02362,41.10539,29.021978,41.10452,29.020754,41.105305,29.022682,41.10511
4136,29.02362,41.10539,29.021978,41.10452,29.020754,41.105305,29.022682,41.10511
4137,29.02362,41.10539,29.021978,41.10452,29.020754,41.105305,29.022682,41.10511
4138,29.021229,41.104637,29.02145,41.104618,29.0216,41.10603,29.021357,41.104843
4139,29.021229,41.104637,29.02145,41.104618,29.0216,41.10603,29.021357,41.104843
4140,29.020857,41.104576,29.02145,41.104618,29.0216,41.10603,29.021156,41.104813
4141,29.020857,41.104576,29.02145,41.104618,29.021599,41.106056,29.021156,41.104816
4142,29.020857,41.104576,29.02145,41.104618,29.021599,41.106056,29.021156,41.104816
4143,29.020857,41.104576,29.02145,41.104618,29.021599,41.106056,29.021156,41.104816
4144,29.020857,41.104576,29.02145,41.104618,29.019785,41.105305,29.020884,41.104702
4145,29.020857,41.104576,29.02145,41.104618,29.019785,41.105305,29.020884,41.104702
4146,29.020857,41.104576,29.02145,41.104618,29.01857,41.105305,29.0207,41.104702
4147,29.020857,41.104576,29.02145,41.104618,29.01857,41.105305,29.0207,41.104702
4148,29.020857,41.104576,29.02145,41.104618,29.01857,41.105305,29.0207,41.104702
4149,29.020857,41.104576,29.02145,41.104618,29.021599,41.106056,29.021156,41.104816
4150,29.020857,41.104576,29.02145,41.104618,29.021599,41.106056,29.021156,41.104816
4151,29.020857,41.104576,29.02145,41.104618,29.01857,41.105305,29.0207,41.104702
4152,29.020857,41.104576,29.02145,41.104618,29.01857,41.105305,29.0207,41.104702
4153,29.020857,41.104576,29.02145,41.104618,29.022478,41.105602,29.021286,41.104748
4154,29.020857,41.104576,29.021978,41.10452,29.016886,41.106598,29.020615,41.10486
4155,29.021229,41.104637,29.021978,41.10452,29.016886,41.106598,29.020815,41.104897
4156,29.021229,41.104637,29.021978,41.10452,29.016886,41.106598,29.020815,41.104897
4157,29.021229,41.104637,29.021978,41.10452,29.016886,41.106598,29.020815,41.104897
4158,29.021229,41.104637,29.021978,41.10452,29.022478,41.10574,29.021648,41.104767
4159,29.021229,41.104637,29.021978,41.10452,29.022478,41.10574,29.021648,41.104767
4160,29.021229,41.104637,29.021978,41.10452,29.022478,41.10574,29.021648,41.104767
4161,29.021229,41.104637,29.021978,41.10452,29.022478,41.10574,29.021648,41.104767
4162,29.021229,41.104637,29.021978,41.10452,29.017551,41.10661,29.020914,41.104897
4163,29.02362,41.105362,29.021978,41.10452,29.017551,41.10661,29.022198,41.10529
4164,29.02362,41.105362,29.021978,41.10452,29.017551,41.10661,29.022198,41.10529
4165,29.02362,41.105362,29.021978,41.10452,29.022383,41.10575,29.022923,41.105156
4166,29.02362,41.105362,29.021978,41.10452,29.022383,41.10575,29.022923,41.105156
4167,29.02362,41.105362,29.021978,41.10452,29.022383,41.10575,29.022923,41.105156
4168,29.02362,41.105362,29.021978,41.10452,29.022383,41.10575,29.022923,41.105156
4169,29.02362,41.105362,29.02145,41.104618,29.022263,41.105495,29.022743,41.105152
4170,29.02362,41.105362,29.02145,41.104618,29.022263,41.105495,29.022743,41.105152
4171,29.02362,41.105362,29.02145,41.104618,29.017483,41.10661,29.022026,41.10532
4172,29.02362,41.105362,29.02145,41.104618,29.017483,41.10661,29.022026,41.10532
4173,29.02362,41.105362,29.02145,41.104618,29.017466,41.10661,29.022022,41.10532
4174,29.02362,41.105362,29.02145,41.104614,29.017466,41.10661,29.022022,41.10532
4175,29.02362,41.105362,29.02145,41.104614,29.017466,41.10661,29.022022,41.10532
4176,29.02362,41.105362,29.02145,41.104614,29.022263,41.105495,29.022743,41.105152
4177,29.02362,41.105362,29.02145,41.104614,29.022263,41.105495,29.022743,41.105152
4178,29.021229,41.104637,29.02145,41.104614,29.022263,41.105495,29.021452,41.104755
4179,29.021229,41.104637,29.02145,41.104614,29.022263,41.105495,29.021452,41.104755
4180,29.021229,41.104637,29.02145,41.104614,29.022148,41.10555,29.021439,41.104767
4181,29.020857,41.104576,29.02145,41.104614,29.022148,41.10555,29.021238,41.104736
4182,29.020857,41.104576,29.02145,41.104614,29.022148,41.10555,29.021238,41.104736
4183,29.020857,41.104576,29.02145,41.104614,29.022148,41.10555,29.021238,41.104736
4184,29.020857,41.104576,29.02145,41.104614,29.020933,41.10657,29.021055,41.10489
4185,29.020857,41.104576,29.02145,41.104614,29.020933,41.10657,29.021055,41.10489
4186,29.020857,41.104576,29.02145,41.104614,29.020933,41.10657,29.021055,41.10489
4187,29.020857,41.104576,29.02145,41.104614,29.020933,41.10657,29.021055,41.10489
4188,29.020857,41.104576,29.02145,41.104614,29.022383,41.105503,29.021273,41.10473
4189,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4190,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4191,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4192,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4193,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4194,29.020857,41.104576,29.02145,41.104618,29.022383,41.105503,29.021273,41.104733
4195,29.020857,41.104576,29.02145,41.104618,29.022606,41.10551,29.021305,41.104733
4196,29.02362,41.104565,29.02145,41.104618,29.022383,41.105495,29.02276,41.10472
4197,29.02362,41.104565,29.02145,41.104618,29.022383,41.105495,29.02276,41.10472
4198,29.02362,41.104565,29.02145,41.104618,29.021183,41.106598,29.022581,41.10489
4199,29.02362,41.104565,29.02145,41.104618,29.021183,41.106598,29.022581,41.10489
4200,29.02362,41.104565,29.021978,41.10452,29.021183,41.106598,29.022743,41.104855
4201,29.02362,41.104565,29.021978,41.10452,29.022503,41.105488,29.02294,41.104687
4202,29.02362,41.104565,29.021978,41.10452,29.022503,41.105488,29.02294,41.104687
4203,29.02362,41.104565,29.021978,41.10452,29.022503,41.10548,29.02294,41.104687
4204,29.02362,41.104565,29.021978,41.10452,29.022503,41.10548,29.02294,41.104687
4205,29.02362,41.104565,29.021978,41.10452,29.022383,41.105495,29.022923,41.104687
4206,29.02362,41.104565,29.021978,41.10452,29.022383,41.105495,29.022923,41.104687
4207,29.02362,41.104565,29.021978,41.10452,29.021193,41.10657,29.022743,41.10485
4208,29.02362,41.104565,29.021978,41.10452,29.021193,41.10657,29.022743,41.10485
4209,29.02362,41.104565,29.021978,41.10452,29.021193,41.10657,29.022743,41.10485
4210,29.02362,41.104565,29.021978,41.10452,29.021326,41.106606,29.022764,41.10486
4211,29.020857,41.104576,29.021978,41.10452,29.021326,41.106606,29.021276,41.104862
4212,29.020857,41.104576,29.021978,41.10452,29.021326,41.106606,29.021276,41.104862
4213,29.020857,41.104576,29.021978,41.10452,29.021326,41.106606,29.021276,41.104862
4214,29.020857,41.104576,29.021978,41.10452,29.022383,41.105614,29.021435,41.104713
4215,29.020857,41.104576,29.02145,41.104618,29.022383,41.105614,29.021273,41.10475
4216,29.020857,41.104576,29.02145,41.104618,29.021238,41.10659,29.021101,41.104897
4217,29.020857,41.104576,29.02145,41.104614,29.021238,41.10659,29.021101,41.104893
4218,29.020857,41.104576,29.02145,41.104614,29.021238,41.10659,29.021101,41.104893
4219,29.020857,41.104576,29.02145,41.104614,29.021238,41.10659,29.021101,41.104893
4220,29.020857,41.104576,29.02145,41.104614,29.022263,41.105736,29.021252,41.104763
4221,29.020857,41.104576,29.02145,41.104614,29.022263,41.105736,29.021252,41.104763
4222,29.020857,41.104576,29.02145,41.104614,29.022263,41.105736,29.021252,41.104763
4223,29.020857,41.104576,29.02145,41.104614,29.022263,41.105736,29.021252,41.104763
4224,29.020857,41.104576,29.02145,41.104614,29.021046,41.10661,29.021072,41.104897
4225,29.021229,41.104637,29.02145,41.104614,29.021046,41.10661,29.021273,41.104927
4226,29.021229,41.104637,29.02145,41.104614,29.021046,41.10661,29.021273,41.104927
4227,29.021229,41.104637,29.02145,41.104614,29.022383,41.10575,29.021473,41.104797
4228,29.021229,41.104637,29.021978,41.10452,29.022383,41.10575,29.021635,41.10477
4229,29.021229,41.104637,29.021978,41.10452,29.021193,41.10657,29.02146,41.104893
4230,29.021229,41.104637,29.021978,41.10452,29.021193,41.10657,29.02146,41.104893
4231,29.021229,41.104637,29.021978,41.10452,29.021193,41.10657,29.02146,41.104893
4232,29.021229,41.104637,29.021978,41.10452,29.021193,41.10657,29.02146,41.104893
4233,29.021229,41.104637,29.021978,41.10452,29.022263,41.10574,29.021618,41.104767
4234,29.021229,41.104637,29.021978,41.10452,29.022263,41.10574,29.021618,41.104767
4235,29.021229,41.104637,29.021978,41.10452,29.022263,41.10574,29.021618,41.104767
4236,29.021229,41.104637,29.021978,41.10452,29.022263,41.10574,29.021618,41.104767
4237,29.021229,41.104637,29.021978,41.10452,29.022263,41.10574,29.021618,41.104767
4238,29.02362,41.10456,29.021978,41.10452,29.021019,41.10661,29.02272,41.10486
4239,29.02362,41.10456,29.021978,41.10452,29.021019,41.10661,29.02272,41.10486
4240,29.02362,41.10456,29.021978,41.10452,29.021019,41.10661,29.02272,41.10486
4241,29.02362,41.10456,29.021978,41.10452,29.021019,41.10661,29.02272,41.10486
4242,29.02362,41.10456,29.021978,41.10452,29.021019,41.10661,29.02272,41.10486
4243,29.02362,41.10456,29.02145,41.104618,29.021019,41.10661,29.022556,41.10489
4244,29.02362,41.10456,29.02145,41.104618,29.022383,41.105633,29.02276,41.10474
4245,29.02362,41.10456,29.02145,41.104618,29.022383,41.105633,29.02276,41.10474
4246,29.02362,41.10456,29.02145,41.104618,29.022383,41.105633,29.02276,41.10474
4247,29.02362,41.10456,29.02145,41.104618,29.02133,41.106606,29.022602,41.10489
4248,29.02362,41.10456,29.02145,41.104618,29.02133,41.106606,29.022602,41.10489
4249,29.02362,41.10456,29.02145,41.104618,29.02133,41.106606,29.022602,41.10489
4250,29.02362,41.10456,29.02145,41.104618,29.02133,41.106606,29.022602,41.10489
4251,29.02362,41.10456,29.02145,41.104618,29.022148,41.105606,29.022722,41.104736
4252,29.02362,41.10456,29.02145,41.104618,29.022148,41.105606,29.022722,41.104736
4253,29.020857,41.104576,29.02145,41.104618,29.022148,41.105606,29.021238,41.104748
4254,29.020857,41.104576,29.02145,41.104618,29.022148,41.105606,29.021238,41.104748
4255,29.020857,41.104576,29.02145,41.104618,29.022148,41.10573,29.021238,41.104763
4256,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4257,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4258,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4259,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4260,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4261,29.020857,41.104576,29.021978,41.10452,29.021273,41.10554,29.021269,41.104702
4262,29.020857,41.104576,29.021978,41.10452,29.020987,41.106617,29.021229,41.104862
4263,29.020857,41.104576,29.021978,41.10452,29.020987,41.106617,29.021229,41.104862
4264,29.020857,41.104576,29.021978,41.10452,29.020987,41.106617,29.021229,41.104862
4265,29.020857,41.104576,29.021978,41.10452,29.022263,41.105732,29.021418,41.104733
4266,29.020857,41.104576,29.021978,41.10452,29.022263,41.105732,29.021418,41.104733
4267,29.021229,41.104637,29.021978,41.10452,29.022263,41.105732,29.021618,41.104767
4268,29.021229,41.104637,29.021978,41.10452,29.022263,41.105732,29.021618,41.104767
4269,29.02362,41.104584,29.021978,41.10452,29.022263,41.105736,29.022905,41.10474
4270,29.02362,41.104584,29.021978,41.10452,29.022263,41.105736,29.022905,41.10474
4271,29.02362,41.104584,29.02145,41.104618,29.021166,41.106606,29.022577,41.104897
4272,29.02362,41.104584,29.02145,41.104618,29.021166,41.106606,29.022577,41.104897
4273,29.02362,41.104584,29.02145,41.104614,29.021166,41.106606,29.022577,41.104897
4274,29.02362,41.104584,29.02145,41.104614,29.021166,41.106606,29.022577,41.104897
4275,29.02362,41.104584,29.02145,41.104614,29.022148,41.105736,29.022722,41.104767
4276,29.02362,41.104584,29.02145,41.104614,29.022148,41.105736,29.022722,41.104767
4277,29.02362,41.104584,29.02145,41.104614,29.022148,41.105736,29.022722,41.104767
4278,29.02362,41.104584,29.02145,41.104614,29.022148,41.105736,29.022722,41.104767
4279,29.02362,41.104584,29.021978,41.10452,29.021114,41.10659,29.022734,41.104866
4280,29.02362,41.104584,29.021978,41.10452,29.021065,41.106606,29.022726,41.10487
4281,29.02362,41.104584,29.021978,41.10452,29.021074,41.106606,29.022726,41.10487
4282,29.02362,41.104584,29.021978,41.10452,29.021074,41.106606,29.022726,41.10487
4283,29.02362,41.104584,29.021978,41.10452,29.021074,41.106606,29.022726,41.10487
4284,29.020994,41.10464,29.021978,41.10452,29.022192,41.10553,29.02148,41.104736
4285,29.020994,41.10464,29.021978,41.10452,29.020985,41.106617,29.021301,41.104897
4286,29.020994,41.10464,29.021978,41.10452,29.020985,41.106617,29.021301,41.104897
4287,29.020994,41.10464,29.021978,41.10452,29.020985,41.106617,29.021301,41.104897
4288,29.020994,41.10464,29.021978,41.10452,29.022095,41.10573,29.021467,41.104763
4289,29.020994,41.10464,29.021978,41.10452,29.022095,41.10573,29.021467,41.104763
4290,29.020994,41.10464,29.021978,41.10452,29.02092,41.106606,29.02129,41.104897
4291,29.020994,41.10464,29.021978,41.10452,29.02092,41.106606,29.02129,41.104897
4292,29.020994,41.10464,29.021978,41.10452,29.02092,41.106606,29.02129,41.104897
4293,29.020994,41.10464,29.021978,41.10452,29.02092,41.106606,29.02129,41.104897
4294,29.020994,41.10464,29.02145,41.104614,29.02092,41.106606,29.021124,41.10493
4295,29.021229,41.104637,29.02145,41.104614,29.022099,41.10569,29.02143,41.104786
4296,29.021229,41.104637,29.021978,41.10452,29.022099,41.10569,29.021595,41.10476
4297,29.021229,41.104637,29.021978,41.10452,29.022099,41.10569,29.021595,41.10476
4298,29.021229,41.104637,29.021978,41.10452,29.022099,41.10569,29.021595,41.10476
4299,29.021229,41.104637,29.021978,41.10452,29.021961,41.105736,29.021574,41.104767
4300,29.021229,41.104637,29.021978,41.10452,29.021961,41.105736,29.021574,41.104767
4301,29.021229,41.104637,29.021978,41.10452,29.021961,41.105736,29.021574,41.104767
4302,29.021229,41.104637,29.021978,41.10452,29.021961,41.105736,29.021574,41.104767
4303,29.021229,41.104637,29.021978,41.10452,29.020727,41.10659,29.021387,41.104897
4304,29.021229,41.104637,29.021978,41.10452,29.020727,41.10659,29.021387,41.104897
4305,29.021229,41.104637,29.021978,41.10452,29.020727,41.10659,29.021387,41.104897
4306,29.021229,41.104637,29.021978,41.10452,29.020727,41.10659,29.021387,41.104897
4307,29.021229,41.104637,29.021978,41.10452,29.021858,41.105736,29.021557,41.104767
4308,29.021229,41.104637,29.021978,41.10452,29.021858,41.105736,29.021557,41.104767
4309,29.02362,41.104565,29.021978,41.10452,29.020687,41.10661,29.02267,41.10486
4310,29.02362,41.104565,29.021978,41.10452,29.020687,41.10661,29.02267,41.10486
4311,29.02362,41.104565,29.02145,41.104614,29.020687,41.10661,29.022505,41.10489
4312,29.02362,41.104565,29.021978,41.104523,29.020647,41.106598,29.022665,41.10486
4313,29.02362,41.104565,29.021978,41.104523,29.020647,41.106598,29.022665,41.10486
4314,29.02362,41.104565,29.021978,41.104523,29.021858,41.105732,29.022844,41.10473
4315,29.02362,41.104565,29.021978,41.104523,29.021858,41.105732,29.022844,41.10473
4316,29.02362,41.104565,29.021978,41.104523,29.020964,41.10553,29.022713,41.1047
4317,29.02362,41.104565,29.021978,41.104523,29.020964,41.10553,29.022713,41.1047
4318,29.02362,41.104565,29.021978,41.104523,29.020964,41.10553,29.022713,41.1047
4319,29.02362,41.104565,29.021978,41.104523,29.021563,41.10696,29.022802,41.10491
4320,29.02362,41.104565,29.021978,41.104523,29.021563,41.10696,29.022802,41.10491
4321,29.02362,41.104565,29.021978,41.104523,29.021667,41.106853,29.022816,41.104897
4322,29.02362,41.104565,29.021978,41.104523,29.021667,41.106853,29.022816,41.104897
4323,29.02362,41.104565,29.021978,41.104523,29.021667,41.106853,29.022816,41.104897
4324,29.020994,41.10464,29.021978,41.104523,29.023775,41.106113,29.021719,41.104824
4325,29.020994,41.10464,29.021978,41.104523,29.023775,41.106113,29.021719,41.104824
4326,29.020994,41.10464,29.021978,41.104523,29.023775,41.106113,29.021719,41.104824
4327,29.020994,41.10464,29.02145,41.104614,29.023775,41.106113,29.021553,41.104855
4328,29.020994,41.10464,29.02145,41.104614,29.023775,41.106113,29.021553,41.104855
4329,29.020994,41.10464,29.02145,41.104614,29.021542,41.10682,29.021217,41.10496
4330,29.020994,41.10464,29.02145,41.104614,29.021542,41.10682,29.021217,41.10496
4331,29.020994,41.10464,29.02145,41.104614,29.023796,41.106113,29.021557,41.104855
4332,29.020994,41.10464,29.02145,41.104614,29.023796,41.106113,29.021557,41.104855
4333,29.020994,41.10464,29.021978,41.10516,29.023796,41.106113,29.02172,41.105022
4334,29.020994,41.10464,29.021978,41.10516,29.021862,41.105694,29.021431,41.10496
4335,29.020994,41.10464,29.021978,41.10516,29.021862,41.105694,29.021431,41.10496
4336,29.020994,41.10464,29.021978,41.10516,29.021862,41.105694,29.021431,41.10496
4337,29.021229,41.104637,29.021978,41.105167,29.021862,41.105694,29.021559,41.10496
4338,29.02362,41.104565,29.021978,41.105167,29.020779,41.106606,29.022682,41.10506
4339,29.02362,41.104565,29.021978,41.105167,29.020779,41.106606,29.022682,41.10506
4340,29.02362,41.104565,29.021978,41.105167,29.020945,41.105495,29.022709,41.104897
4341,29.02362,41.104565,29.021978,41.105167,29.020945,41.105495,29.022709,41.104897
4342,29.02362,41.104565,29.021978,41.105167,29.020945,41.105495,29.022709,41.104897
4343,29.02362,41.104565,29.021978,41.105167,29.022266,41.105732,29.022905,41.10493
4344,29.02362,41.104565,29.021978,41.105167,29.022266,41.105732,29.022905,41.10493
4345,29.02362,41.104565,29.021978,41.105167,29.021132,41.106613,29.022738,41.10506
4346,29.02362,41.104565,29.021978,41.105167,29.021132,41.106613,29.022738,41.10506
4347,29.02362,41.104565,29.021978,41.105167,29.021132,41.106613,29.022738,41.10506
4348,29.02362,41.104565,29.02145,41.104618,29.021132,41.106613,29.022572,41.104893
4349,29.02362,41.104565,29.02145,41.104618,29.021835,41.106407,29.022678,41.10486
4350,29.02362,41.104565,29.02145,41.104618,29.021835,41.106407,29.022678,41.10486
4351,29.02362,41.104565,29.02145,41.104618,29.021835,41.106407,29.022678,41.10486
4352,29.02362,41.10457,29.02145,41.104618,29.020735,41.10534,29.022512,41.104702
4353,29.02091,41.10464,29.02145,41.104618,29.020735,41.10534,29.021051,41.104744
4354,29.02091,41.10464,29.02145,41.104618,29.020735,41.10534,29.021051,41.104744
4355,29.02091,41.10464,29.02145,41.104618,29.02169,41.106415,29.021196,41.1049
4356,29.02091,41.10464,29.02145,41.104618,29.02169,41.106415,29.021196,41.1049
4357,29.02091,41.10464,29.02145,41.104618,29.02169,41.106415,29.021196,41.1049
4358,29.02091,41.10464,29.02145,41.104618,29.02169,41.106415,29.021196,41.1049
4359,29.02091,41.10464,29.02145,41.104618,29.021595,41.10688,29.021183,41.10497
4360,29.02091,41.10464,29.02145,41.104618,29.021595,41.10688,29.021183,41.10497
4361,29.02091,41.10464,29.02145,41.104618,29.021595,41.10688,29.021183,41.10497
4362,29.02091,41.10464,29.02145,41.104618,29.022322,41.105915,29.02129,41.104828
4363,29.02091,41.10464,29.02145,41.104618,29.022537,41.106026,29.021322,41.104847
4364,29.02091,41.10464,29.02145,41.104618,29.022537,41.106026,29.021322,41.104847
4365,29.02091,41.10464,29.02145,41.104618,29.022537,41.106026,29.021322,41.104847
4366,29.02091,41.10464,29.02145,41.104618,29.021023,41.10681,29.021097,41.104965
4367,29.021229,41.104637,29.02145,41.104618,29.021023,41.10681,29.021269,41.104958
4368,29.021229,41.104637,29.02145,41.104618,29.021694,41.106003,29.02137,41.10484
4369,29.021229,41.104637,29.02145,41.104618,29.021694,41.106003,29.02137,41.10484
4370,29.021229,41.104637,29.02145,41.104614,29.021694,41.106003,29.02137,41.10483
4371,29.021229,41.104637,29.02145,41.104614,29.021694,41.106003,29.02137,41.10483
4372,29.021229,41.104637,29.02145,41.104614,29.021694,41.106003,29.02137,41.10483
4373,29.021229,41.104637,29.02145,41.104614,29.020615,41.107094,29.021208,41.105
4374,29.021229,41.104637,29.02145,41.104614,29.020615,41.107094,29.021208,41.105
4375,29.021229,41.104637,29.02145,41.104614,29.020449,41.106926,29.021183,41.10497
4376,29.021229,41.104637,29.02145,41.104614,29.020449,41.106926,29.021183,41.10497
4377,29.021229,41.104637,29.02145,41.104614,29.020449,41.106926,29.021183,41.10497
4378,29.021229,41.104637,29.02145,41.104614,29.020916,41.105946,29.021252,41.104824
4379,29.021229,41.104637,29.02145,41.104614,29.020916,41.105946,29.021252,41.104824
4380,29.02362,41.105392,29.02145,41.104614,29.020916,41.105946,29.02254,41.105232
4381,29.02362,41.105392,29.021978,41.10452,29.020916,41.105946,29.022701,41.105206
4382,29.02362,41.105392,29.021978,41.10452,29.02039,41.106934,29.022627,41.105354
4383,29.02362,41.105392,29.021978,41.10452,29.02039,41.106934,29.022627,41.105354
4384,29.02362,41.105392,29.021978,41.10452,29.02039,41.106934,29.022627,41.105354
4385,29.02362,41.105392,29.021978,41.104527,29.020685,41.106014,29.022667,41.10522
4386,29.02362,41.105392,29.021978,41.104527,29.020685,41.106014,29.022667,41.10522
4387,29.02362,41.105392,29.021978,41.104527,29.020685,41.106014,29.022667,41.10522
4388,29.02362,41.105392,29.021978,41.104527,29.0208,41.105415,29.022688,41.10513
4389,29.02362,41.105392,29.021978,41.104527,29.021545,41.1063,29.022799,41.10526
