RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,SINR_Serving,TA_Serving,Latitude,Longitude
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.8,-121.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.7,-14.3,-30.0,-0.6,0.0,41.10022,29.0216
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-117.0,-115.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.7,-13.6,-30.0,0.1,0.0,41.10073,29.02089
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-117.7,-116.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.9,-14.1,-30.0,1.0,0.0,41.10089,29.02052
-140.0,-140.0,-122.9,-140.0,-140.0,-140.0,-122.3,-115.4,-140.0,-30.0,-30.0,-20.3,-30.0,-30.0,-30.0,-19.7,-13.5,-30.0,0.9,0.0,41.10106,29.01993
-140.0,-140.0,-115.0,-140.0,-140.0,-140.0,-120.4,-116.3,-140.0,-30.0,-30.0,-14.8,-30.0,-30.0,-30.0,-17.7,-14.9,-30.0,-1.6,0.0,41.10112,29.01969
-140.0,-140.0,-117.7,-140.0,-140.0,-140.0,-121.7,-116.3,-140.0,-30.0,-30.0,-16.6,-30.0,-30.0,-30.0,-19.8,-15.3,-30.0,-1.4,0.0,41.10113,29.01963
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-65.9,-93.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-25.1,24.5,0.0,41.10536,29.02755
-140.0,-140.0,-140.0,-103.1,-140.0,-140.0,-99.2,-140.0,-100.9,-30.0,-30.0,-30.0,-16.3,-30.0,-30.0,-13.1,-30.0,-14.7,2.2,0.0,41.10746,29.02624
-140.0,-140.0,-140.0,-90.8,-140.0,-140.0,-98.3,-140.0,-140.0,-30.0,-30.0,-30.0,-11.5,-30.0,-30.0,-16.4,-30.0,-30.0,-0.3,0.0,41.10782,29.02523
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.8,-30.0,0.4,0.0,41.09925,29.02416
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-133.1,-123.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-23.2,-14.2,-30.0,1.0,0.0,41.09929,29.024
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.7,-30.0,1.7,0.0,41.09945,29.02306
-130.4,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-17.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,41.09951,29.02732
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.6,-119.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.9,-12.9,-30.0,0.9,0.0,41.10004,29.02193
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.6,-119.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.1,-13.6,-30.0,-1.6,0.0,41.10033,29.02154
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-117.9,-115.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.9,-12.9,-30.0,-0.3,0.0,41.10069,29.02098
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-116.0,-115.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.1,-13.8,-30.0,-0.2,0.0,41.10095,29.02037
-140.0,-140.0,-122.0,-140.0,-140.0,-140.0,-117.1,-115.8,-140.0,-30.0,-30.0,-20.2,-30.0,-30.0,-30.0,-15.3,-14.3,-30.0,-0.7,0.0,41.10101,29.0201
-140.0,-140.0,-117.0,-140.0,-140.0,-140.0,-119.8,-114.2,-140.0,-30.0,-30.0,-15.8,-30.0,-30.0,-30.0,-19.3,-14.1,-30.0,-0.9,0.0,41.10109,29.0198
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-81.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-30.0,14.9,0.0,41.10489,29.0246
-140.0,-140.0,-140.0,-76.3,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.5,-30.0,-30.0,-30.0,-30.0,-30.0,19.5,0.0,41.10757,29.02301
-140.0,-140.0,-140.0,-82.2,-86.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.0,-14.6,-30.0,-30.0,-30.0,-30.0,6.2,0.0,41.10774,29.0226
-140.0,-140.0,-140.0,-84.5,-85.8,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.8,-13.5,-30.0,-30.0,-30.0,-30.0,4.5,0.0,41.10782,29.02247
-140.0,-140.0,-140.0,-86.7,-84.2,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-15.1,-11.4,-30.0,-30.0,-30.0,-30.0,0.1,0.0,41.10787,29.02239
-140.0,-140.0,-140.0,-89.2,-90.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.9,-13.7,-30.0,-30.0,-30.0,-30.0,2.7,0.0,41.108,29.02196
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-129.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.4,-30.0,-6.2,0.0,41.0991,29.02637
-146.3,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-33.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.3,0.0,41.09914,29.0267
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-128.0,-117.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.9,-11.9,-30.0,3.5,0.0,41.09967,29.02253
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-76.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,29.6,0.0,41.10538,29.02661
-140.0,-140.0,-140.0,-67.8,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,36.5,0.0,41.10771,29.02383
-128.7,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-17.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-4.5,0.0,41.09935,29.02709
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-80.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,17.9,0.0,41.10493,29.02485
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-70.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,31.6,0.0,41.10519,29.02659
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-76.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,25.7,0.0,41.1054,29.02661
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-69.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,24.3,0.0,41.10577,29.02781
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-104.8,-96.1,-99.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.6,-11.8,-14.8,-3.2,0.0,41.10596,29.0265
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-77.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,18.9,0.0,41.10596,29.02778
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,24.6,0.0,41.10612,29.02778
-140.0,-140.0,-140.0,-140.0,-140.0,-85.5,-140.0,-140.0,-78.2,-30.0,-30.0,-30.0,-30.0,-30.0,-15.4,-30.0,-30.0,-10.9,8.6,0.0,41.10657,29.02825
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-91.4,-140.0,-100.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.7,-30.0,-17.7,12.3,0.0,41.10703,29.02635
-140.0,-140.0,-140.0,-67.3,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,35.0,0.0,41.10763,29.02349
-140.0,-140.0,-140.0,-73.3,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,30.3,0.0,41.10787,29.02473
-140.0,-140.0,-140.0,-140.0,-136.9,-140.0,-140.0,-135.5,-140.0,-30.0,-30.0,-30.0,-30.0,-25.0,-30.0,-30.0,-23.3,-30.0,-8.3,0.0,41.09895,29.02551
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-138.8,-123.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-27.9,-13.9,-30.0,-0.1,0.0,41.09927,29.02408
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.3,-30.0,-1.4,0.0,41.09938,29.02359
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-30.0,15.0,0.0,41.1049,29.02465
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,25.2,0.0,41.10509,29.02588
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,27.2,0.0,41.10512,29.02608
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,26.8,0.0,41.10515,29.0263
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-74.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,25.6,0.0,41.10525,29.02696
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-73.1,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,23.4,0.0,41.10526,29.02705
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-69.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,21.5,0.0,41.10528,29.02723
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-63.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,28.6,0.0,41.1053,29.0274
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-99.8,-97.8,-94.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.6,-16.1,-12.2,5.2,0.0,41.10614,29.02647
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-97.4,-140.0,-102.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.4,-30.0,-14.7,6.1,0.0,41.10726,29.02628
-140.0,-140.0,-140.0,-102.4,-140.0,-140.0,-98.0,-140.0,-101.9,-30.0,-30.0,-30.0,-16.1,-30.0,-30.0,-12.6,-30.0,-15.2,2.0,0.0,41.1075,29.02623
-140.0,-140.0,-140.0,-75.9,-84.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.6,-17.3,-30.0,-30.0,-30.0,-30.0,11.1,0.0,41.10764,29.02277
-140.0,-140.0,-140.0,-90.5,-90.5,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.9,-12.9,-30.0,-30.0,-30.0,-30.0,3.1,0.0,41.108,29.02193
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-135.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-22.8,-30.0,-9.3,0.0,41.09895,29.02564
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.0,-118.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.3,-13.3,-30.0,-0.2,0.0,41.1004,29.02145
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,28.1,0.0,41.10524,29.02686
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-73.4,-85.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-17.4,16.2,0.0,41.10557,29.02658
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-92.2,-95.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.6,-14.5,7.4,0.0,41.1058,29.02656
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,17.7,0.0,41.10593,29.02779
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-100.4,-96.2,-94.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.4,-13.9,-13.6,2.0,0.0,41.10606,29.02647
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,26.4,0.0,41.10616,29.02782
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-96.8,-140.0,-100.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.8,-30.0,-14.2,5.0,0.0,41.10663,29.02643
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-98.8,-140.0,-102.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.5,-30.0,-15.6,2.5,0.0,41.10754,29.02622
-140.0,-140.0,-140.0,-75.3,-89.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-19.4,-30.0,-30.0,-30.0,-30.0,-15.2,0.0,41.1076,29.02338
-140.0,-140.0,-140.0,-84.5,-86.2,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.4,-13.5,-30.0,-30.0,-30.0,-30.0,4.0,0.0,41.10781,29.02249
-140.0,-140.0,-140.0,-83.2,-82.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.9,-11.8,-30.0,-30.0,-30.0,-30.0,-2.5,0.0,41.10786,29.02241
-140.0,-140.0,-140.0,-90.1,-88.8,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.5,-12.8,-30.0,-30.0,-30.0,-30.0,3.4,0.0,41.108,29.022
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-131.6,-124.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.9,-14.5,-30.0,-0.7,0.0,41.09933,29.02383
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.8,-119.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.7,-12.8,-30.0,0.5,0.0,41.1,29.02198
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.9,-119.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.0,-13.2,-30.0,-1.8,0.0,41.10028,29.02161
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.3,-117.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.1,-13.2,-30.0,0.4,0.0,41.10056,29.02123
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.2,-116.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.7,-13.4,-30.0,0.6,0.0,41.10067,29.02101
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-77.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,23.1,0.0,41.10502,29.02544
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-68.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,26.8,0.0,41.1053,29.02736
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-82.7,-76.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.2,-11.1,8.8,0.0,41.10561,29.02778
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-85.0,-72.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.6,-10.6,16.2,0.0,41.10567,29.02781
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,25.1,0.0,41.10574,29.02781
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,23.2,0.0,41.1061,29.02778
-140.0,-140.0,-140.0,-140.0,-140.0,-98.0,-140.0,-140.0,-82.2,-30.0,-30.0,-30.0,-30.0,-30.0,-22.5,-30.0,-30.0,-10.5,18.6,0.0,41.10625,29.02795
-140.0,-140.0,-140.0,-140.0,-140.0,-90.5,-140.0,-140.0,-79.1,-30.0,-30.0,-30.0,-30.0,-30.0,-18.5,-30.0,-30.0,-10.5,17.3,0.0,41.1063,29.02802
-140.0,-140.0,-140.0,-72.2,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,29.3,0.0,41.10757,29.0231
-140.0,-140.0,-140.0,-71.1,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,30.5,0.0,41.1076,29.02332
-140.0,-140.0,-140.0,-79.4,-84.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.8,-15.2,-30.0,-30.0,-30.0,-30.0,9.5,0.0,41.10773,29.02263
-140.0,-140.0,-140.0,-88.5,-89.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.0,-13.0,-30.0,-30.0,-30.0,-30.0,3.5,0.0,41.10798,29.02213
-140.0,-140.0,-140.0,-140.0,-131.0,-140.0,-140.0,-128.3,-140.0,-30.0,-30.0,-30.0,-30.0,-19.6,-30.0,-30.0,-16.8,-30.0,-6.8,0.0,41.09899,29.02517
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.5,-30.0,2.0,0.0,41.09944,29.02313
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.5,-116.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.6,-13.0,-30.0,-0.2,0.0,41.10051,29.02131
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-80.4,-80.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.1,-12.3,4.8,0.0,41.10555,29.02775
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-75.7,-84.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,-18.9,15.9,0.0,41.1056,29.02658
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-103.9,-95.2,-98.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.2,-12.1,-14.7,-2.6,0.0,41.10598,29.02649
-140.0,-140.0,-140.0,-140.0,-75.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,32.1,0.0,41.10684,29.02151
-140.0,-140.0,-140.0,-99.2,-102.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.6,-15.3,-30.0,-30.0,-30.0,-30.0,-5.2,0.0,41.10798,29.02118
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.7,-30.0,-3.4,0.0,41.09907,29.0248
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,41.09935,29.02699
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.7,-30.0,2.6,0.0,41.09938,29.02304
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-130.3,-122.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-21.1,-13.5,-30.0,-0.1,0.0,41.0994,29.02334
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.7,-118.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.5,-12.3,-30.0,3.1,0.0,41.09955,29.02279
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.5,-118.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.9,-12.4,-30.0,2.7,0.0,41.09964,29.0226
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-118.9,-117.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.9,-14.1,-30.0,-0.7,0.0,41.10058,29.02119
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-118.6,-116.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.3,-13.4,-30.0,1.2,0.0,41.10071,29.02093
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-116.7,-115.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.7,-13.8,-30.0,0.6,0.0,41.10092,29.02045
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-75.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,24.3,0.0,41.10587,29.0278
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-101.1,-94.7,-98.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.9,-11.7,-15.2,-5.7,0.0,41.10594,29.02651
-140.0,-140.0,-140.0,-140.0,-73.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,30.7,0.0,41.10698,29.02151
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-97.4,-140.0,-104.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.3,-30.0,-16.0,6.7,0.0,41.10709,29.02633
-140.0,-140.0,-140.0,-77.3,-84.9,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.8,-15.5,-30.0,-30.0,-30.0,-30.0,8.4,0.0,41.10769,29.02268
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.1,-120.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.9,-14.4,-30.0,-2.3,0.0,41.10031,29.02155
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.4,-116.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.1,-12.9,-30.0,0.8,0.0,41.10055,29.02125
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-116.7,-117.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.1,-14.0,-30.0,1.3,0.0,41.10086,29.0206
-140.0,-140.0,-137.5,-140.0,-140.0,-140.0,-115.7,-115.6,-140.0,-30.0,-30.0,-30.4,-30.0,-30.0,-30.0,-14.0,-14.1,-30.0,-1.2,0.0,41.101,29.02016
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.4,-115.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.0,-13.4,-30.0,1.1,0.0,41.10105,29.01997
-140.0,-140.0,-122.1,-140.0,-140.0,-140.0,-140.0,-114.0,-140.0,-30.0,-30.0,-20.3,-30.0,-30.0,-30.0,-30.0,-13.8,-30.0,0.1,0.0,41.10108,29.01983
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-67.4,-84.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-21.8,24.3,0.0,41.10538,29.02758
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-105.2,-92.4,-91.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-21.1,-12.9,-12.4,2.0,0.0,41.10609,29.02647
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-95.9,-140.0,-97.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.0,-30.0,-13.1,5.6,0.0,41.1068,29.0264
-140.0,-140.0,-140.0,-83.0,-87.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.0,-14.9,-30.0,-30.0,-30.0,-30.0,10.9,0.0,41.10759,29.02287
-140.0,-140.0,-140.0,-75.9,-83.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.6,-16.7,-30.0,-30.0,-30.0,-30.0,10.8,0.0,41.10761,29.02282
-140.0,-140.0,-140.0,-73.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,30.8,0.0,41.10785,29.02443
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.1,-118.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.4,-12.4,-30.0,1.5,0.0,41.09985,29.02221
-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-117.2,-117.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.1,-14.4,-30.0,-1.0,0.0,41.10075,29.02084
-140.0,-140.0,-118.5,-140.0,-140.0,-140.0,-118.2,-116.0,-140.0,-30.0,-30.0,-17.0,-30.0,-30.0,-30.0,-16.2,-15.3,-30.0,-1.5,0.0,41.10111,29.01972
-140.0,-140.0,-117.3,-140.0,-140.0,-140.0,-120.7,-116.8,-140.0,-30.0,-30.0,-16.6,-30.0,-30.0,-30.0,-18.3,-15.2,-30.0,-1.8,0.0,41.10113,29.01966
