Latitude,Longitude,RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,SINR_Serving,TA_Serving,merged_row_count,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,Technology_Mode,NR_UE_RRCReEst_EndResult
41.10614,29.02647,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-99.8,-97.8,-94.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.6,-16.1,-12.2,5.2,0.0,38,111.3,96829.44,0.0,3.9,0.0,0.0,159.0,0.0,1.0,3.9,4.0,18.0,0.0,6.6,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10726,29.02628,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-97.4,-140.0,-102.2,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.4,-30.0,-14.7,6.1,0.0,38,117.2,96481.28,0.0,8.7,0.0,0.0,165.0,0.0,1.0,8.7,4.0,19.5,0.0,8.9,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1075,29.02623,-140.0,-140.0,-140.0,-102.4,-140.0,-140.0,-98.0,-140.0,-101.9,-30.0,-30.0,-30.0,-16.1,-30.0,-30.0,-12.6,-30.0,-15.2,2.0,0.0,38,117.3,96835.47,93895.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,19.4,0.0,9.7,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10764,29.02277,-140.0,-140.0,-140.0,-75.9,-84.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.6,-17.3,-30.0,-30.0,-30.0,-30.0,11.1,0.0,38,95.0,97320.96,0.0,2.9,0.0,0.0,25.0,0.0,1.0,2.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.108,29.02193,-140.0,-140.0,-140.0,-90.5,-90.5,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.9,-12.9,-30.0,-30.0,-30.0,-30.0,3.1,0.0,38,108.9,96691.1,0.0,11.8,0.0,0.0,113.0,0.0,1.0,11.8,4.0,17.5,0.0,0.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09895,29.02564,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-135.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-22.8,-30.0,-9.3,0.0,39,154.8,3010.66,0.0,2.3,163.0,0.0,267.0,0.0,1.0,2.3,4.0,22.5,0.0,56.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1004,29.02145,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.0,-118.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.3,-13.3,-30.0,-0.2,0.0,39,134.9,23879.74,0.0,7.0,25.0,0.0,267.0,0.0,1.0,7.0,4.0,22.2,0.0,16.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10524,29.02686,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,28.1,0.0,39,88.3,97177.6,0.0,8.9,0.0,0.0,29.0,0.0,1.0,8.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10557,29.02658,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-73.4,-85.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,-17.4,16.2,0.0,39,95.0,97607.68,94733.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1058,29.02656,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-92.2,-95.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.6,-14.5,7.4,0.0,39,108.0,97613.87,94856.48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10593,29.02779,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-79.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.5,17.7,0.0,39,95.7,50196.48,66593.18,8.9,0.0,0.0,21.0,0.0,1.0,8.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10606,29.02647,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-100.4,-96.2,-94.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.4,-13.9,-13.6,2.0,0.0,39,111.4,96993.28,93902.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.5,0.0,2.6,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10616,29.02782,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-71.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,26.4,0.0,39,90.9,97049.63,94102.84,6.0,0.0,0.0,63.0,0.0,1.0,6.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10663,29.02643,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-96.8,-140.0,-100.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.8,-30.0,-14.2,5.0,0.0,39,118.6,97095.68,0.0,7.6,0.0,0.0,165.0,0.0,1.0,7.6,4.0,20.1,0.0,6.8,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10754,29.02622,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-98.8,-140.0,-102.1,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.5,-30.0,-15.6,2.5,0.0,39,117.0,96527.3,0.0,7.5,0.0,0.0,170.0,0.0,1.0,7.5,4.0,18.8,0.0,7.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1076,29.02338,-140.0,-140.0,-140.0,-75.3,-89.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-19.4,-30.0,-30.0,-30.0,-30.0,-15.2,0.0,39,143.8,0.0,0.0,87.5,0.0,0.0,26.0,0.0,1.0,87.5,4.0,18.3,0.0,11.8,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10781,29.02249,-140.0,-140.0,-140.0,-84.5,-86.2,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.4,-13.5,-30.0,-30.0,-30.0,-30.0,4.0,0.0,39,105.3,95698.02,0.0,0.0,0.0,0.0,71.0,0.0,1.0,0.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10786,29.02241,-140.0,-140.0,-140.0,-83.2,-82.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.9,-11.8,-30.0,-30.0,-30.0,-30.0,-2.5,0.0,39,103.7,97223.62,0.0,2.1,0.0,0.0,74.0,0.0,1.0,2.1,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.108,29.022,-140.0,-140.0,-140.0,-90.1,-88.8,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.5,-12.8,-30.0,-30.0,-30.0,-30.0,3.4,0.0,39,109.6,96194.56,0.0,8.6,0.0,0.0,124.0,0.0,1.0,8.6,4.0,17.5,0.0,0.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09933,29.02383,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-131.6,-124.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.9,-14.5,-30.0,-0.7,0.0,40,140.8,13065.56,0.0,16.7,3.0,0.0,90.0,0.0,1.0,16.7,4.0,22.3,0.0,10.3,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1,29.02198,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-124.8,-119.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.7,-12.8,-30.0,0.5,0.0,40,135.9,0.0,26012.15,16.4,4.0,0.0,132.0,0.0,1.0,16.4,4.0,22.2,0.0,11.1,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10028,29.02161,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-123.9,-119.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-17.0,-13.2,-30.0,-1.8,0.0,40,137.0,0.0,18576.89,21.0,12.0,0.0,161.0,0.0,1.0,21.0,4.0,22.3,0.0,10.7,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10056,29.02123,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.3,-117.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.1,-13.2,-30.0,0.4,0.0,40,133.6,37378.01,0.0,7.9,12.0,0.0,267.0,0.0,1.0,7.9,4.0,21.9,0.0,12.6,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10067,29.02101,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.2,-116.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.7,-13.4,-30.0,0.6,0.0,40,134.7,0.0,59718.05,10.4,0.0,0.0,266.0,0.0,1.0,10.4,4.0,22.0,0.0,12.2,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10502,29.02544,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-77.9,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,23.1,0.0,40,98.1,95298.43,0.0,6.2,0.0,0.0,84.0,0.0,1.0,6.2,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1053,29.02736,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-68.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,26.8,0.0,40,90.3,97233.94,95493.91,6.9,0.0,0.0,31.0,0.0,1.0,6.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10561,29.02778,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-82.7,-76.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.2,-11.1,8.8,0.0,40,96.5,88576.0,73404.71,7.1,0.0,0.0,27.0,0.0,1.0,7.1,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10567,29.02781,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-85.0,-72.5,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.6,-10.6,16.2,0.0,40,91.8,74178.56,68137.58,3.4,0.0,0.0,22.0,0.0,1.0,3.4,4.0,17.5,0.0,0.8,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10574,29.02781,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.9,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,25.1,0.0,40,88.0,65655.44,64630.85,3.9,0.0,0.0,22.0,0.0,1.0,3.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1061,29.02778,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-72.3,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,23.2,0.0,40,92.4,95247.56,94139.23,11.1,0.0,0.0,66.0,0.0,1.0,11.1,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10625,29.02795,-140.0,-140.0,-140.0,-140.0,-140.0,-98.0,-140.0,-140.0,-82.2,-30.0,-30.0,-30.0,-30.0,-30.0,-22.5,-30.0,-30.0,-10.5,18.6,0.0,40,96.7,97418.25,93518.05,7.3,0.0,0.0,80.0,0.0,1.0,7.3,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1063,29.02802,-140.0,-140.0,-140.0,-140.0,-140.0,-90.5,-140.0,-140.0,-79.1,-30.0,-30.0,-30.0,-30.0,-30.0,-18.5,-30.0,-30.0,-10.5,17.3,0.0,40,99.5,97361.92,93210.37,11.7,0.0,0.0,78.0,0.0,1.0,11.7,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10757,29.0231,-140.0,-140.0,-140.0,-72.2,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,29.3,0.0,40,91.4,97520.69,0.0,5.4,0.0,0.0,26.0,0.0,1.0,5.4,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1076,29.02332,-140.0,-140.0,-140.0,-71.1,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,-30.0,30.5,0.0,40,91.7,97484.8,0.0,1.8,0.0,0.0,25.0,0.0,1.0,1.8,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10773,29.02263,-140.0,-140.0,-140.0,-79.4,-84.7,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.8,-15.2,-30.0,-30.0,-30.0,-30.0,9.5,0.0,40,102.1,95815.41,0.0,1.0,0.0,0.0,71.0,0.0,1.0,1.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10798,29.02213,-140.0,-140.0,-140.0,-88.5,-89.6,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-12.0,-13.0,-30.0,-30.0,-30.0,-30.0,3.5,0.0,40,109.1,95252.48,0.0,9.9,0.0,0.0,125.0,0.0,1.0,9.9,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09899,29.02517,-140.0,-140.0,-140.0,-140.0,-131.0,-140.0,-140.0,-128.3,-140.0,-30.0,-30.0,-30.0,-30.0,-19.6,-30.0,-30.0,-16.8,-30.0,-6.8,0.0,41,147.3,8601.15,0.0,15.1,14.0,0.0,160.0,0.0,1.0,15.1,4.0,22.5,0.0,27.1,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09944,29.02313,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.5,-30.0,2.0,0.0,41,136.5,21155.38,40039.99,7.6,7.0,0.0,87.0,0.0,1.0,7.6,4.0,22.2,0.0,10.2,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10051,29.02131,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.5,-116.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.6,-13.0,-30.0,-0.2,0.0,41,135.3,47902.79,0.0,6.0,11.0,0.0,268.0,0.0,1.0,6.0,4.0,22.2,0.0,13.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10555,29.02775,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-80.4,-80.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-13.1,-12.3,4.8,0.0,41,96.5,96010.24,84821.2,9.4,0.0,0.0,28.0,0.0,1.0,9.4,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.1056,29.02658,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-75.7,-84.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.6,-18.9,15.9,0.0,41,93.6,97172.51,0.0,9.0,0.0,0.0,29.0,0.0,1.0,9.0,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10598,29.02649,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-103.9,-95.2,-98.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.2,-12.1,-14.7,-2.6,0.0,41,114.3,96768.0,0.0,10.3,0.0,0.0,102.0,0.0,1.0,10.3,4.0,18.0,0.0,7.1,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10684,29.02151,-140.0,-140.0,-140.0,-140.0,-75.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.4,-30.0,-30.0,-30.0,-30.0,32.1,0.0,41,96.9,97078.59,94146.92,15.1,0.0,0.0,63.0,0.0,1.0,15.1,4.0,17.5,0.0,0.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10798,29.02118,-140.0,-140.0,-140.0,-99.2,-102.4,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-11.6,-15.3,-30.0,-30.0,-30.0,-30.0,-5.2,0.0,41,129.5,54745.91,95144.83,4.3,5.0,0.0,184.0,0.0,1.0,4.3,4.0,18.6,0.0,20.3,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09907,29.0248,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.7,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.7,-30.0,-3.4,0.0,42,143.6,8499.2,0.0,6.6,4.0,0.0,106.0,0.0,1.0,6.6,4.0,22.4,0.0,12.1,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09935,29.02699,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.0,0.0,42,150.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09938,29.02304,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-121.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-12.7,-30.0,2.6,0.0,42,136.2,0.0,0.0,33.3,0.0,0.0,16.0,0.0,1.0,33.3,4.0,22.3,0.0,11.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.0994,29.02334,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-130.3,-122.3,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-21.1,-13.5,-30.0,-0.1,0.0,42,138.3,13065.56,0.0,9.7,10.0,0.0,100.0,0.0,1.0,9.7,4.0,22.3,0.0,10.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09955,29.02279,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-126.7,-118.6,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.5,-12.3,-30.0,3.1,0.0,42,134.7,62726.98,0.0,9.8,0.0,0.0,105.0,0.0,1.0,9.8,4.0,22.1,0.0,10.9,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.09964,29.0226,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-125.5,-118.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-18.9,-12.4,-30.0,2.7,0.0,42,134.0,76038.29,88546.9,7.3,5.0,0.0,146.0,0.0,1.0,7.3,4.0,22.1,0.0,10.6,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10058,29.02119,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-118.9,-117.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.9,-14.1,-30.0,-0.7,0.0,42,135.2,29574.72,0.0,7.5,0.0,0.0,266.0,0.0,1.0,7.5,4.0,22.0,0.0,12.7,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10071,29.02093,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-118.6,-116.5,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.3,-13.4,-30.0,1.2,0.0,42,133.5,61624.38,55900.14,6.9,0.0,0.0,269.0,0.0,1.0,6.9,4.0,22.1,0.0,8.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10092,29.02045,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-116.7,-115.4,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.7,-13.8,-30.0,0.6,0.0,42,131.8,19313.38,35636.46,2.7,4.0,0.0,266.0,0.0,1.0,2.7,4.0,21.9,0.0,11.5,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10587,29.0278,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-75.4,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-10.4,24.3,0.0,42,91.1,64266.24,52775.23,8.6,0.0,0.0,23.0,0.0,1.0,8.6,4.0,17.5,0.0,1.1,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10594,29.02651,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-101.1,-94.7,-98.6,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-20.9,-11.7,-15.2,-5.7,0.0,42,116.0,95150.08,0.0,7.3,0.0,0.0,108.0,0.0,1.0,7.3,4.0,17.9,0.0,11.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10698,29.02151,-140.0,-140.0,-140.0,-140.0,-73.3,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-30.0,-10.3,-30.0,-30.0,-30.0,-30.0,30.7,0.0,42,94.1,95754.18,93136.48,8.3,0.0,0.0,58.0,0.0,1.0,8.3,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10709,29.02633,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-97.4,-140.0,-104.8,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-11.3,-30.0,-16.0,6.7,0.0,42,115.0,97387.51,0.0,14.7,0.0,0.0,175.0,0.0,1.0,14.7,4.0,18.7,0.0,7.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10769,29.02268,-140.0,-140.0,-140.0,-77.3,-84.9,-140.0,-140.0,-140.0,-140.0,-30.0,-30.0,-30.0,-10.8,-15.5,-30.0,-30.0,-30.0,-30.0,8.4,0.0,42,98.7,96179.08,0.0,1.2,0.0,0.0,25.0,0.0,1.0,1.2,4.0,17.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10031,29.02155,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-122.1,-120.2,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-15.9,-14.4,-30.0,-2.3,0.0,43,139.0,20848.64,20271.34,9.8,2.0,0.0,135.0,0.0,1.0,9.8,4.0,22.3,0.0,9.7,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10055,29.02125,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-119.4,-116.8,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-16.1,-12.9,-30.0,0.8,0.0,43,133.4,61975.7,31102.96,2.2,20.0,0.0,269.0,0.0,1.0,2.2,4.0,22.1,0.0,15.2,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10086,29.0206,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-116.7,-117.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-14.1,-14.0,-30.0,1.3,0.0,43,132.7,36556.86,20550.7,0.0,0.0,0.0,270.0,0.0,1.0,0.0,4.0,22.0,0.0,9.6,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.101,29.02016,-140.0,-140.0,-137.5,-140.0,-140.0,-140.0,-115.7,-115.6,-140.0,-30.0,-30.0,-30.4,-30.0,-30.0,-30.0,-14.0,-14.1,-30.0,-1.2,0.0,43,133.3,41201.52,70242.62,7.8,4.0,0.0,266.0,0.0,1.0,7.8,4.0,22.0,0.0,6.8,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
41.10105,29.01997,-140.0,-140.0,-140.0,-140.0,-140.0,-140.0,-120.4,-115.0,-140.0,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,-19.0,-13.4,-30.0,1.1,0.0,43,131.1,80281.6,78513.62,9.9,0.0,0.0,237.0,0.0,1.0,9.9,4.0,22.0,0.0,10.0,0,0,0,0.0,0,0,0,0,0,0,0,0,5GSA,Unknown_ReEstResult
