Latitude,Longitude,merged_row_count,Technology_Mode,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_PCI_4,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRP_4,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Nbr_RSRQ_4,NR_UE_Timing_Advance,NR_UE_Pathloss_DL_0,NR_UE_Throughput_PDCP_DL,App_Throughput_DL,NR_UE_NACK_Rate_DL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_MCS_DL_0,NR_UE_RB_Num_DL_0,NR_UE_Modulation_Avg_DL_0,NR_UE_RI_DL_0,NR_UE_BLER_DL_0,NR_UE_CCE_AggregationLev_0,NR_UE_Power_Tx_PUSCH_0,NR_UE_Power_Tx_PRACH_0,NR_UE_NACK_Rate_UL_0,NR_UE_RACH_Attempt,NR_UE_RACH_OK,NR_UE_RACH_Fail,NR_UE_RACH_Procedure_Count,NR_UE_RRCReEstAttempt,NR_UE_RRCReEstFail,NR_UE_RRCReEst_EndResult,NR_UE_RRCConnectionAttempt,NR_UE_RRCConnectionSetupOk,NR_UE_RRCConnectionComplete,NR_UE_RRCConnectionDrop,NR_UE_RRCHOAttempt,NR_UE_RRCHOOK,NR_RRC_MsgType,NAS_5GS_MM_MessageType,NAS_5GS_SM_MessageType
41.1049,29.02465,38,5GSA,68,-79.9,-10.5,15,,,,,,,,,,,,,,,,,95.2,95846.4,,7.3,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),99,256QAM,Rank2,7.3,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10509,29.02588,38,5GSA,68,-71.6,-10.4,25.2,,,,,,,,,,,,,,,,,87.1,97259.52,,8.2,0,22 (64QAM OR 256QAM / Low SE -16QAM),77,256QAM,Rank4,8.2,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10512,29.02608,38,5GSA,68,-72.4,-10.4,27.2,,,,,,,,,,,,,,,,,91.6,96773.07,,12.3,0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),71,256QAM,Rank4,12.3,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10515,29.0263,38,5GSA,68,-71.5,-10.4,26.8,,,,,,,,,,,,,,,,,89.3,93015.28,,6.7,0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),46,256QAM,Rank4,6.7,LEVEL_1,17.5,,0.9,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10525,29.02696,38,5GSA,68,-74.4,-10.4,25.6,,,,,,,,,,,,,,,,,90.8,97177.6,,10.4,0,27 (64QAM OR 256QAM / Low SE -64QAM),28,256QAM,Rank4,10.4,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10526,29.02705,38,5GSA,68,-73.1,-10.4,23.4,,,,,,,,,,,,,,,,,88.7,97607.68,,10.4,0,27 (64QAM OR 256QAM / Low SE -64QAM),29,256QAM,Rank4,10.4,LEVEL_1,17.5,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10528,29.02723,38,5GSA,68,-69.2,-10.4,21.5,,,,,,,,,,,,,,,,,93,97689.6,,10,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),29,256QAM,Rank4,10,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1053,29.0274,38,5GSA,68,-63.2,-10.4,28.6,,,,,,,,,,,,,,,,,78.7,98461.01,,8.4,0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),32,256QAM,Rank4,8.4,LEVEL_1,14.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10614,29.02647,38,5GSA,76,-94.2,-12.2,5.2,59,68,,,,-99.8,-97.8,,,,-18.6,-16.1,,,,,111.3,96829.44,,3.9,0,18 (64QAM OR 256QAM / Low SE -16QAM),159,64QAM,Rank2,3.9,LEVEL_1,18,,6.6,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10726,29.02628,38,5GSA,59,-97.4,-11.4,6.1,76,,,,,-102.2,,,,,-14.7,,,,,,117.2,96481.28,,8.7,0,14 (16QAM OR 64QAM / Low SE -QPSK),165,64QAM,Rank2,8.7,LEVEL_4,19.5,,8.9,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1075,29.02623,38,5GSA,59,-98,-12.6,2,30,76,,,,-102.4,-101.9,,,,-16.1,-15.2,,,,,117.3,96835.47,93895.34,,,,,,Rank2,,,19.4,,9.7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10764,29.02277,38,5GSA,30,-75.9,-10.6,11.1,40,,,,,-84.3,,,,,-17.3,,,,,,95,97320.96,,2.9,0,27 (64QAM OR 256QAM / Low SE -64QAM),25,256QAM,Rank4,2.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.108,29.02193,38,5GSA,30,-90.5,-12.9,3.1,40,,,,,-90.5,,,,,-12.9,,,,,,108.9,96691.1,,11.8,0,15 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),113,64QAM,Rank4,11.8,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09895,29.02564,39,5GSA,68,-135.2,-22.8,-9.3,,,,,,,,,,,,,,,,,154.8,3010.66,,2.3,163,3 (QPSK OR 16QAM / Low SE -QPSK),267,QPSK,Rank1,2.3,LEVEL_16,22.5,,56,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1004,29.02145,39,5GSA,68,-118,-13.3,-0.2,59,,,,,-121,,,,,-15.3,,,,,,134.9,23879.74,,7,25,3 (QPSK OR 16QAM / Low SE -QPSK),267,QPSK,Rank2,7,LEVEL_16,22.2,,16,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10524,29.02686,39,5GSA,68,-71.4,-10.4,28.1,,,,,,,,,,,,,,,,,88.3,97177.6,,8.9,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),29,256QAM,Rank4,8.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10557,29.02658,39,5GSA,68,-73.4,-10.5,16.2,76,,,,,-85,,,,,-17.4,,,,,,95,97607.68,94733.22,,,,,,Rank4,,,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1058,29.02656,39,5GSA,68,-92.2,-11.6,7.4,76,,,,,-95.1,,,,,-14.5,,,,,,108,97613.87,94856.48,,,,,,Rank3,,,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10593,29.02779,39,5GSA,76,-79.4,-10.5,17.7,,,,,,,,,,,,,,,,,95.7,50196.48,66593.18,8.9,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),21,256QAM,Rank4,8.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10606,29.02647,39,5GSA,76,-94.9,-13.6,2,59,68,,,,-100.4,-96.2,,,,-17.4,-13.9,,,,,111.4,96993.28,93902.01,,,,,,Rank3,,,17.5,,2.6,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10616,29.02782,39,5GSA,76,-71.9,-10.4,26.4,,,,,,,,,,,,,,,,,90.9,97049.63,94102.84,6,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),63,256QAM,Rank4,6,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10663,29.02643,39,5GSA,59,-96.8,-11.8,5,76,,,,,-100.1,,,,,-14.2,,,,,,118.6,97095.68,,7.6,0,16 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),165,64QAM,Rank2,7.6,LEVEL_2,20.1,,6.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10754,29.02622,39,5GSA,59,-98.8,-12.5,2.5,76,,,,,-102.1,,,,,-15.6,,,,,,117,96527.3,,7.5,0,16 (16QAM OR 64QAM OR 256QAM / Low SE -16QAM),170,64QAM,Rank2,7.5,LEVEL_2,18.8,,7.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1076,29.02338,39,5GSA,40,-89.4,-19.4,-15.2,30,,,,,-75.3,,,,,-10.4,,,,,,143.8,0,,87.5,0,28 (64QAM / Low SE -64QAM),26,64QAM,Rank3,87.5,LEVEL_2,18.3,,11.8,0,0,0,,0,0,,0,0,0,0,0,0, UL-DCCH MeasurementReport,,
41.10781,29.02249,39,5GSA,30,-84.5,-11.4,4,40,,,,,-86.2,,,,,-13.5,,,,,,105.3,95698.02,,0,0,27 (64QAM OR 256QAM / Low SE -64QAM),71,256QAM,Rank3,0,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10786,29.02241,39,5GSA,30,-83.2,-12.9,-2.5,40,,,,,-82.6,,,,,-11.8,,,,,,103.7,97223.62,,2.1,0,27 (64QAM OR 256QAM / Low SE -64QAM),74,256QAM,Rank3,2.1,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.108,29.022,39,5GSA,30,-90.1,-12.5,3.4,40,,,,,-88.8,,,,,-12.8,,,,,,109.6,96194.56,,8.6,0,14 (16QAM OR 64QAM / Low SE -QPSK),124,64QAM,Rank4,8.6,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09933,29.02383,40,5GSA,68,-124.2,-14.5,-0.7,59,,,,,-131.6,,,,,-20.9,,,,,,140.8,13065.56,,16.7,3,11 (16QAM OR 64QAM / Low SE -QPSK),90,16QAM,Rank1,16.7,LEVEL_16,22.3,,10.3,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1,29.02198,40,5GSA,68,-119.5,-12.8,0.5,59,,,,,-124.8,,,,,-17.7,,,,,,135.9,,26012.15,16.4,4,12 (16QAM OR 64QAM / Low SE -QPSK),132,16QAM,Rank1,16.4,LEVEL_16,22.2,,11.1,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10028,29.02161,40,5GSA,68,-119.7,-13.2,-1.8,59,,,,,-123.9,,,,,-17,,,,,,137,,18576.89,21,12,10 (16QAM OR 64QAM / Low SE -QPSK),161,16QAM,Rank2,21,LEVEL_16,22.3,,10.7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10056,29.02123,40,5GSA,68,-117.3,-13.2,0.4,59,,,,,-119.3,,,,,-15.1,,,,,,133.6,37378.01,,7.9,12,5 (QPSK OR 16QAM / Low SE -QPSK),267,QPSK,Rank2,7.9,LEVEL_4,21.9,,12.6,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10067,29.02101,40,5GSA,68,-116.3,-13.4,0.6,59,,,,,-119.2,,,,,-15.7,,,,,,134.7,,59718.05,10.4,0,5 (QPSK OR 16QAM / Low SE -QPSK),266,QPSK,Rank2,10.4,LEVEL_4,22,,12.2,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10502,29.02544,40,5GSA,68,-77.9,-10.4,23.1,,,,,,,,,,,,,,,,,98.1,95298.43,,6.2,0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),84,256QAM,Rank3,6.2,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1053,29.02736,40,5GSA,68,-68.2,-10.4,26.8,,,,,,,,,,,,,,,,,90.3,97233.94,95493.91,6.9,0,23 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),31,256QAM,Rank4,6.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10561,29.02778,40,5GSA,76,-76.9,-11.1,8.8,68,,,,,-82.7,,,,,-15.2,,,,,,96.5,88576,73404.71,7.1,0,25 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),27,256QAM,Rank4,7.1,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10567,29.02781,40,5GSA,76,-72.5,-10.6,16.2,68,,,,,-85,,,,,-16.6,,,,,,91.8,74178.56,68137.58,3.4,0,27 (64QAM OR 256QAM / Low SE -64QAM),22,256QAM,Rank4,3.4,LEVEL_1,17.5,,0.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10574,29.02781,40,5GSA,76,-72.9,-10.6,25.1,,,,,,,,,,,,,,,,,88,65655.44,64630.85,3.9,0,27 (64QAM OR 256QAM / Low SE -64QAM),22,256QAM,Rank4,3.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1061,29.02778,40,5GSA,76,-72.3,-10.4,23.2,,,,,,,,,,,,,,,,,92.4,95247.56,94139.23,11.1,0,24 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),66,256QAM,Rank4,11.1,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10625,29.02795,40,5GSA,76,-82.2,-10.5,18.6,48,,,,,-98,,,,,-22.5,,,,,,96.7,97418.25,93518.05,7.3,0,20 (64QAM OR 256QAM / Low SE -16QAM),80,256QAM,Rank4,7.3,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1063,29.02802,40,5GSA,76,-79.1,-10.5,17.3,48,,,,,-90.5,,,,,-18.5,,,,,,99.5,97361.92,93210.37,11.7,0,22 (64QAM OR 256QAM / Low SE -16QAM),78,256QAM,Rank4,11.7,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10757,29.0231,40,5GSA,30,-72.2,-10.4,29.3,,,,,,,,,,,,,,,,,91.4,97520.69,,5.4,0,27 (64QAM OR 256QAM / Low SE -64QAM),26,256QAM,Rank4,5.4,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1076,29.02332,40,5GSA,30,-71.1,-10.4,30.5,,,,,,,,,,,,,,,,,91.7,97484.8,,1.8,0,27 (64QAM OR 256QAM / Low SE -64QAM),25,256QAM,Rank4,1.8,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10773,29.02263,40,5GSA,30,-79.4,-10.8,9.5,40,,,,,-84.7,,,,,-15.2,,,,,,102.1,95815.41,,1,0,27 (64QAM OR 256QAM / Low SE -64QAM),71,256QAM,Rank3,1,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10798,29.02213,40,5GSA,30,-88.5,-12,3.5,40,,,,,-89.6,,,,,-13,,,,,,109.1,95252.48,,9.9,0,14 (16QAM OR 64QAM / Low SE -QPSK),125,64QAM,Rank4,9.9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09899,29.02517,41,5GSA,68,-128.3,-16.8,-6.8,40,,,,,-131,,,,,-19.6,,,,,,147.3,8601.15,,15.1,14,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),160,QPSK,Rank1,15.1,LEVEL_16,22.5,,27.1,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09944,29.02313,41,5GSA,68,-119.4,-12.5,2,,,,,,,,,,,,,,,,,136.5,21155.38,40039.99,7.6,7,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),87,16QAM,Rank2,7.6,LEVEL_16,22.2,,10.2,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10051,29.02131,41,5GSA,68,-116.8,-13,-0.2,59,,,,,-119.5,,,,,-15.6,,,,,,135.3,47902.79,,6,11,4 (QPSK OR 16QAM / Low SE -QPSK),268,QPSK,Rank2,6,LEVEL_16,22.2,,13,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10555,29.02775,41,5GSA,76,-80.4,-12.3,4.8,68,,,,,-80.4,,,,,-13.1,,,,,,96.5,96010.24,84821.2,9.4,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),28,256QAM,Rank4,9.4,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.1056,29.02658,41,5GSA,68,-75.7,-10.6,15.9,76,,,,,-84.4,,,,,-18.9,,,,,,93.6,97172.51,,9,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),29,256QAM,Rank4,9,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10598,29.02649,41,5GSA,76,-98.4,-14.7,-2.6,59,68,,,,-103.9,-95.2,,,,-20.2,-12.1,,,,,114.3,96768,,10.3,0,22 (64QAM OR 256QAM / Low SE -16QAM),102,256QAM,Rank3,10.3,LEVEL_1,18,,7.1,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10684,29.02151,41,5GSA,40,-75.4,-10.4,32.1,,,,,,,,,,,,,,,,,96.9,97078.59,94146.92,15.1,0,27 (64QAM OR 256QAM / Low SE -64QAM),63,256QAM,Rank4,15.1,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10798,29.02118,41,5GSA,40,-102.4,-15.3,-5.2,30,,,,,-99.2,,,,,-11.6,,,,,,129.5,54745.91,95144.83,4.3,5,17 (64QAM OR 256QAM / Low SE -16QAM),184,64QAM,Rank2,4.3,LEVEL_2,18.6,,20.3,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09907,29.0248,42,5GSA,68,-126.7,-15.7,-3.4,,,,,,,,,,,,,,,,,143.6,8499.2,,6.6,4,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),106,16QAM,Rank1,6.6,LEVEL_16,22.4,,12.1,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09935,29.02699,42,5GSA,278,,,,,,,,,,,,,,,,,,,,,0,,0,0,0 (QPSK),36,QPSK,Rank1,0,,,,,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-DL_SCH SIB1,,
41.09938,29.02304,42,5GSA,68,-121,-12.7,2.6,,,,,,,,,,,,,,,,,136.2,0,,33.3,0,5 (QPSK OR 16QAM / Low SE -QPSK),16,16QAM,Rank2,33.3,LEVEL_16,22.3,,11.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.0994,29.02334,42,5GSA,68,-122.3,-13.5,-0.1,59,,,,,-130.3,,,,,-21.1,,,,,,138.3,13065.56,,9.7,10,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),100,16QAM,Rank2,9.7,LEVEL_16,22.3,,10.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09955,29.02279,42,5GSA,68,-118.6,-12.3,3.1,59,,,,,-126.7,,,,,-19.5,,,,,,134.7,62726.98,,9.8,0,10 (16QAM OR 64QAM / Low SE -QPSK),105,16QAM,Rank2,9.8,LEVEL_4,22.1,,10.9,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09964,29.0226,42,5GSA,68,-118.5,-12.4,2.7,59,,,,,-125.5,,,,,-18.9,,,,,,134,76038.29,88546.9,7.3,5,8 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),146,16QAM,Rank2,7.3,LEVEL_4,22.1,,10.6,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10058,29.02119,42,5GSA,68,-117.8,-14.1,-0.7,59,,,,,-118.9,,,,,-14.9,,,,,,135.2,29574.72,,7.5,0,5 (QPSK OR 16QAM / Low SE -QPSK),266,QPSK,Rank2,7.5,LEVEL_4,22,,12.7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10071,29.02093,42,5GSA,68,-116.5,-13.4,1.2,59,,,,,-118.6,,,,,-15.3,,,,,,133.5,61624.38,55900.14,6.9,0,5 (QPSK OR 16QAM / Low SE -QPSK),269,QPSK,Rank2,6.9,LEVEL_4,22.1,,8.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10092,29.02045,42,5GSA,68,-115.4,-13.8,0.6,59,,,,,-116.7,,,,,-14.7,,,,,,131.8,19313.38,35636.46,2.7,4,5 (QPSK OR 16QAM / Low SE -QPSK),266,QPSK,Rank2,2.7,LEVEL_8,21.9,,11.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10587,29.0278,42,5GSA,76,-75.4,-10.4,24.3,,,,,,,,,,,,,,,,,91.1,64266.24,52775.23,8.6,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),23,256QAM,Rank4,8.6,LEVEL_1,17.5,,1.1,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10594,29.02651,42,5GSA,76,-98.6,-15.2,-5.7,59,68,,,,-101.1,-94.7,,,,-20.9,-11.7,,,,,116,95150.08,,7.3,0,20 (64QAM OR 256QAM / Low SE -16QAM),108,64QAM,Rank3,7.3,LEVEL_1,17.9,,11,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10698,29.02151,42,5GSA,40,-73.3,-10.3,30.7,,,,,,,,,,,,,,,,,94.1,95754.18,93136.48,8.3,0,27 (64QAM OR 256QAM / Low SE -64QAM),58,256QAM,Rank4,8.3,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10709,29.02633,42,5GSA,59,-97.4,-11.3,6.7,76,,,,,-104.8,,,,,-16,,,,,,115,97387.51,,14.7,0,17 (64QAM OR 256QAM / Low SE -16QAM),175,64QAM,Rank2,14.7,LEVEL_4,18.7,,7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10769,29.02268,42,5GSA,30,-77.3,-10.8,8.4,40,,,,,-84.9,,,,,-15.5,,,,,,98.7,96179.08,,1.2,0,27 (64QAM OR 256QAM / Low SE -64QAM),25,256QAM,Rank4,1.2,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10031,29.02155,43,5GSA,68,-120.2,-14.4,-2.3,59,,,,,-122.1,,,,,-15.9,,,,,,139,20848.64,20271.34,9.8,2,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),135,16QAM,Rank2,9.8,LEVEL_16,22.3,,9.7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10055,29.02125,43,5GSA,68,-116.8,-12.9,0.8,59,,,,,-119.4,,,,,-16.1,,,,,,133.4,61975.7,31102.96,2.2,20,3 (QPSK OR 16QAM / Low SE -QPSK),269,QPSK,Rank2,2.2,LEVEL_16,22.1,,15.2,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10086,29.0206,43,5GSA,68,-117,-14,1.3,59,,,,,-116.7,,,,,-14.1,,,,,,132.7,36556.86,20550.7,0,0,3 (QPSK OR 16QAM / Low SE -QPSK),270,QPSK,Rank2,0,LEVEL_4,22,,9.6,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.101,29.02016,43,5GSA,68,-115.6,-14.1,-1.2,23,59,,,,-137.5,-115.7,,,,-30.4,-14,,,,,133.3,41201.52,70242.62,7.8,4,6 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),266,QPSK,Rank2,7.8,LEVEL_8,22,,6.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10105,29.01997,43,5GSA,68,-115,-13.4,1.1,59,,,,,-120.4,,,,,-19,,,,,,131.1,80281.6,78513.62,9.9,0,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),237,QPSK,Rank2,9.9,LEVEL_4,22,,10,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10108,29.01983,43,5GSA,68,-114,-13.8,0.1,23,,,,,-122.1,,,,,-20.3,,,,,,131.4,13917.25,19396.26,0,7,5 (QPSK OR 16QAM / Low SE -QPSK),266,QPSK,Rank2,0,LEVEL_4,21.9,,16,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10538,29.02758,43,5GSA,68,-67.4,-10.4,24.3,76,,,,,-84.1,,,,,-21.8,,,,,,83.2,98590.72,,10,0,21 (64QAM OR 256QAM / Low SE -16QAM),37,64QAM,Rank4,10,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0, BCCH-BCH MIB,,
41.10609,29.02647,43,5GSA,76,-91.4,-12.4,2,59,68,,,,-105.2,-92.4,,,,-21.1,-12.9,,,,,108,96784.47,,10.6,6,18 (64QAM OR 256QAM / Low SE -16QAM),118,64QAM,Rank3,10.6,LEVEL_1,17.5,,3,0,0,0,,0,0,,0,0,0,0,0,0, DL-DCCH RRCReconfiguration,,
41.1068,29.0264,43,5GSA,59,-95.9,-12,5.6,76,,,,,-97.6,,,,,-13.1,,,,,,115.5,96890.88,94007.87,11.8,0,19 (64QAM OR 256QAM / Low SE -16QAM),156,64QAM,Rank2,11.8,LEVEL_1,18.6,,8.7,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10759,29.02287,43,5GSA,30,-83,-11,10.9,40,,,,,-87.6,,,,,-14.9,,,,,,102.1,97520.69,,0.4,0,27 (64QAM OR 256QAM / Low SE -64QAM),31,256QAM,Rank3,0.4,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10761,29.02282,43,5GSA,30,-75.9,-10.6,10.8,40,,,,,-83.7,,,,,-16.7,,,,,,96.4,97526.4,,1.8,0,27 (64QAM OR 256QAM / Low SE -64QAM),28,256QAM,Rank4,1.8,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10785,29.02443,43,5GSA,30,-73,-10.4,30.8,,,,,,,,,,,,,,,,,92.4,98790.98,95501.12,3,0,27 (64QAM OR 256QAM / Low SE -64QAM),25,256QAM,Rank4,3,LEVEL_1,17.5,,0,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.09985,29.02221,44,5GSA,68,-118.5,-12.4,1.5,59,,,,,-125.1,,,,,-18.4,,,,,,135.2,33955.84,34114.31,9.2,0,10 (16QAM OR 64QAM / Low SE -QPSK),122,16QAM,Rank1,9.2,LEVEL_16,22.2,,8.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10075,29.02084,44,5GSA,68,-117.4,-14.4,-1,59,,,,,-117.2,,,,,-14.1,,,,,,135,59985.95,54242.79,7.9,0,5 (QPSK OR 16QAM / Low SE -QPSK),268,QPSK,Rank2,7.9,LEVEL_4,21.9,,10.8,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10111,29.01972,44,5GSA,68,-116,-15.3,-1.5,23,59,,,,-118.5,-118.2,,,,-17,-16.2,,,,,132,14929.98,5007.17,0,10,7 (QPSK OR 16QAM OR 64QAM / Low SE -QPSK),263,QPSK,Rank2,0,LEVEL_16,22,,10.4,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10113,29.01966,44,5GSA,68,-116.8,-15.2,-1.8,23,59,,,,-117.3,-120.7,,,,-16.6,-18.3,,,,,133.4,7931.46,16401.7,0,10,11 (16QAM OR 64QAM / Low SE -QPSK),259,QPSK,Rank2,0,LEVEL_16,22.2,,10.4,0,0,0,,0,0,,0,0,0,0,0,0,,,
41.10469,29.02281,44,5GSA,3,-76.4,-10.6,11.3,13,68,,,,-94.1,-95.1,,,,-23.5,-22.7,,,,,95.5,97136.64,,9.4,0,26 (64QAM OR 256QAM OR 1024 QAM / Low SE -64QAM),62,256QAM,Rank4,9.4,LEVEL_1,17.5,,0.5,0,0,0,,0,0,,0,0,0,0,0,0,,,
