RSRP_PCI3,RSRP_PCI13,RSRP_PCI23,RSRP_PCI30,RSRP_PCI40,RSRP_PCI48,RSRP_PCI59,RSRP_PCI68,RSRP_PCI76,RSRQ_PCI3,RSRQ_PCI13,RSRQ_PCI23,RSRQ_PCI30,RSRQ_PCI40,RSRQ_PCI48,RSRQ_PCI59,RSRQ_PCI68,RSRQ_PCI76,TA_Serving,SINR_Serving,Latitude,Longitude
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-122.8,-121.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.7,-14.3,-45.0,0.0,-0.6,41.10022,29.0216
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-117.0,-115.9,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.7,-13.6,-45.0,0.0,0.1,41.10073,29.02089
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-117.7,-116.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.9,-14.1,-45.0,0.0,1.0,41.10089,29.02052
-180.0,-180.0,-122.9,-180.0,-180.0,-180.0,-122.3,-115.4,-180.0,-45.0,-45.0,-20.3,-45.0,-45.0,-45.0,-19.7,-13.5,-45.0,0.0,0.9,41.10106,29.01993
-180.0,-180.0,-115.0,-180.0,-180.0,-180.0,-120.4,-116.3,-180.0,-45.0,-45.0,-14.8,-45.0,-45.0,-45.0,-17.7,-14.9,-45.0,0.0,-1.6,41.10112,29.01969
-180.0,-180.0,-117.7,-180.0,-180.0,-180.0,-121.7,-116.3,-180.0,-45.0,-45.0,-16.6,-45.0,-45.0,-45.0,-19.8,-15.3,-45.0,0.0,-1.4,41.10113,29.01963
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-65.9,-93.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-25.1,0.0,24.5,41.10536,29.02755
-180.0,-180.0,-180.0,-103.1,-180.0,-180.0,-99.2,-180.0,-100.9,-45.0,-45.0,-45.0,-16.3,-45.0,-45.0,-13.1,-45.0,-14.7,0.0,2.2,41.10746,29.02624
-180.0,-180.0,-180.0,-90.8,-180.0,-180.0,-98.3,-180.0,-180.0,-45.0,-45.0,-45.0,-11.5,-45.0,-45.0,-16.4,-45.0,-45.0,0.0,-0.3,41.10782,29.02523
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-120.9,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.8,-45.0,0.0,0.4,41.09925,29.02416
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-133.1,-123.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-23.2,-14.2,-45.0,0.0,1.0,41.09929,29.024
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.7,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.7,-45.0,0.0,1.7,41.09945,29.02306
-130.4,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-17.6,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,-20.0,41.09951,29.02732
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-124.6,-119.9,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-16.9,-12.9,-45.0,0.0,0.9,41.10004,29.02193
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-121.6,-119.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-16.1,-13.6,-45.0,0.0,-1.6,41.10033,29.02154
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-117.9,-115.7,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.9,-12.9,-45.0,0.0,-0.3,41.10069,29.02098
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-116.0,-115.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.1,-13.8,-45.0,0.0,-0.2,41.10095,29.02037
-180.0,-180.0,-122.0,-180.0,-180.0,-180.0,-117.1,-115.8,-180.0,-45.0,-45.0,-20.2,-45.0,-45.0,-45.0,-15.3,-14.3,-45.0,0.0,-0.7,41.10101,29.0201
-180.0,-180.0,-117.0,-180.0,-180.0,-180.0,-119.8,-114.2,-180.0,-45.0,-45.0,-15.8,-45.0,-45.0,-45.0,-19.3,-14.1,-45.0,0.0,-0.9,41.10109,29.0198
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-81.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.5,-45.0,0.0,14.9,41.10489,29.0246
-180.0,-180.0,-180.0,-76.3,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.5,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,19.5,41.10757,29.02301
-180.0,-180.0,-180.0,-82.2,-86.4,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.0,-14.6,-45.0,-45.0,-45.0,-45.0,0.0,6.2,41.10774,29.0226
-180.0,-180.0,-180.0,-84.5,-85.8,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.8,-13.5,-45.0,-45.0,-45.0,-45.0,0.0,4.5,41.10782,29.02247
-180.0,-180.0,-180.0,-86.7,-84.2,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-15.1,-11.4,-45.0,-45.0,-45.0,-45.0,0.0,0.1,41.10787,29.02239
-180.0,-180.0,-180.0,-89.2,-90.3,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.9,-13.7,-45.0,-45.0,-45.0,-45.0,0.0,2.7,41.108,29.02196
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-129.3,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-17.4,-45.0,0.0,-6.2,41.0991,29.02637
-146.3,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-33.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,-11.3,41.09914,29.0267
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-128.0,-117.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-20.9,-11.9,-45.0,0.0,3.5,41.09967,29.02253
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-76.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,29.6,41.10538,29.02661
-180.0,-180.0,-180.0,-67.8,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,36.5,41.10771,29.02383
-128.7,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-17.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,-4.5,41.09935,29.02709
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-80.8,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,17.9,41.10493,29.02485
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-70.6,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.3,-45.0,0.0,31.6,41.10519,29.02659
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-76.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,25.7,41.1054,29.02661
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-69.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,0.0,24.3,41.10577,29.02781
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-104.8,-96.1,-99.1,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-20.6,-11.8,-14.8,0.0,-3.2,41.10596,29.0265
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-77.5,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.6,0.0,18.9,41.10596,29.02778
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-71.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,0.0,24.6,41.10612,29.02778
-180.0,-180.0,-180.0,-180.0,-180.0,-85.5,-180.0,-180.0,-78.2,-45.0,-45.0,-45.0,-45.0,-45.0,-15.4,-45.0,-45.0,-10.9,0.0,8.6,41.10657,29.02825
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-91.4,-180.0,-100.8,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.7,-45.0,-17.7,0.0,12.3,41.10703,29.02635
-180.0,-180.0,-180.0,-67.3,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,35.0,41.10763,29.02349
-180.0,-180.0,-180.0,-73.3,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,30.3,41.10787,29.02473
-180.0,-180.0,-180.0,-180.0,-136.9,-180.0,-180.0,-135.5,-180.0,-45.0,-45.0,-45.0,-45.0,-25.0,-45.0,-45.0,-23.3,-45.0,0.0,-8.3,41.09895,29.02551
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-138.8,-123.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-27.9,-13.9,-45.0,0.0,-0.1,41.09927,29.02408
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-123.8,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.3,-45.0,0.0,-1.4,41.09938,29.02359
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-79.9,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.5,-45.0,0.0,15.0,41.1049,29.02465
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-71.6,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,25.2,41.10509,29.02588
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-72.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,27.2,41.10512,29.02608
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-71.5,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,26.8,41.10515,29.0263
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-74.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,25.6,41.10525,29.02696
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-73.1,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,23.4,41.10526,29.02705
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-69.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,21.5,41.10528,29.02723
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-63.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,28.6,41.1053,29.0274
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-99.8,-97.8,-94.2,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-18.6,-16.1,-12.2,0.0,5.2,41.10614,29.02647
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-97.4,-180.0,-102.2,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-11.4,-45.0,-14.7,0.0,6.1,41.10726,29.02628
-180.0,-180.0,-180.0,-102.4,-180.0,-180.0,-98.0,-180.0,-101.9,-45.0,-45.0,-45.0,-16.1,-45.0,-45.0,-12.6,-45.0,-15.2,0.0,2.0,41.1075,29.02623
-180.0,-180.0,-180.0,-75.9,-84.3,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.6,-17.3,-45.0,-45.0,-45.0,-45.0,0.0,11.1,41.10764,29.02277
-180.0,-180.0,-180.0,-90.5,-90.5,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-12.9,-12.9,-45.0,-45.0,-45.0,-45.0,0.0,3.1,41.108,29.02193
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-135.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-22.8,-45.0,0.0,-9.3,41.09895,29.02564
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-121.0,-118.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.3,-13.3,-45.0,0.0,-0.2,41.1004,29.02145
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-71.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,28.1,41.10524,29.02686
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-73.4,-85.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.5,-17.4,0.0,16.2,41.10557,29.02658
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-92.2,-95.1,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-11.6,-14.5,0.0,7.4,41.1058,29.02656
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-79.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.5,0.0,17.7,41.10593,29.02779
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-100.4,-96.2,-94.9,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-17.4,-13.9,-13.6,0.0,2.0,41.10606,29.02647
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-71.9,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,0.0,26.4,41.10616,29.02782
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-96.8,-180.0,-100.1,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-11.8,-45.0,-14.2,0.0,5.0,41.10663,29.02643
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-98.8,-180.0,-102.1,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.5,-45.0,-15.6,0.0,2.5,41.10754,29.02622
-180.0,-180.0,-180.0,-75.3,-89.4,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-19.4,-45.0,-45.0,-45.0,-45.0,0.0,-15.2,41.1076,29.02338
-180.0,-180.0,-180.0,-84.5,-86.2,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.4,-13.5,-45.0,-45.0,-45.0,-45.0,0.0,4.0,41.10781,29.02249
-180.0,-180.0,-180.0,-83.2,-82.6,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-12.9,-11.8,-45.0,-45.0,-45.0,-45.0,0.0,-2.5,41.10786,29.02241
-180.0,-180.0,-180.0,-90.1,-88.8,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-12.5,-12.8,-45.0,-45.0,-45.0,-45.0,0.0,3.4,41.108,29.022
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-131.6,-124.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-20.9,-14.5,-45.0,0.0,-0.7,41.09933,29.02383
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-124.8,-119.5,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-17.7,-12.8,-45.0,0.0,0.5,41.1,29.02198
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-123.9,-119.7,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-17.0,-13.2,-45.0,0.0,-1.8,41.10028,29.02161
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.3,-117.3,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.1,-13.2,-45.0,0.0,0.4,41.10056,29.02123
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.2,-116.3,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.7,-13.4,-45.0,0.0,0.6,41.10067,29.02101
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-77.9,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,23.1,41.10502,29.02544
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-68.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,0.0,26.8,41.1053,29.02736
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-82.7,-76.9,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.2,-11.1,0.0,8.8,41.10561,29.02778
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-85.0,-72.5,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-16.6,-10.6,0.0,16.2,41.10567,29.02781
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-72.9,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.6,0.0,25.1,41.10574,29.02781
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-72.3,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,0.0,23.2,41.1061,29.02778
-180.0,-180.0,-180.0,-180.0,-180.0,-98.0,-180.0,-180.0,-82.2,-45.0,-45.0,-45.0,-45.0,-45.0,-22.5,-45.0,-45.0,-10.5,0.0,18.6,41.10625,29.02795
-180.0,-180.0,-180.0,-180.0,-180.0,-90.5,-180.0,-180.0,-79.1,-45.0,-45.0,-45.0,-45.0,-45.0,-18.5,-45.0,-45.0,-10.5,0.0,17.3,41.1063,29.02802
-180.0,-180.0,-180.0,-72.2,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,29.3,41.10757,29.0231
-180.0,-180.0,-180.0,-71.1,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,30.5,41.1076,29.02332
-180.0,-180.0,-180.0,-79.4,-84.7,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.8,-15.2,-45.0,-45.0,-45.0,-45.0,0.0,9.5,41.10773,29.02263
-180.0,-180.0,-180.0,-88.5,-89.6,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-12.0,-13.0,-45.0,-45.0,-45.0,-45.0,0.0,3.5,41.10798,29.02213
-180.0,-180.0,-180.0,-180.0,-131.0,-180.0,-180.0,-128.3,-180.0,-45.0,-45.0,-45.0,-45.0,-19.6,-45.0,-45.0,-16.8,-45.0,0.0,-6.8,41.09899,29.02517
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.5,-45.0,0.0,2.0,41.09944,29.02313
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.5,-116.8,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.6,-13.0,-45.0,0.0,-0.2,41.10051,29.02131
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-80.4,-80.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-13.1,-12.3,0.0,4.8,41.10555,29.02775
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-75.7,-84.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.6,-18.9,0.0,15.9,41.1056,29.02658
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-103.9,-95.2,-98.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-20.2,-12.1,-14.7,0.0,-2.6,41.10598,29.02649
-180.0,-180.0,-180.0,-180.0,-75.4,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,0.0,32.1,41.10684,29.02151
-180.0,-180.0,-180.0,-99.2,-102.4,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.6,-15.3,-45.0,-45.0,-45.0,-45.0,0.0,-5.2,41.10798,29.02118
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-126.7,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.7,-45.0,0.0,-3.4,41.09907,29.0248
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,-20.0,41.09935,29.02699
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-121.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.7,-45.0,0.0,2.6,41.09938,29.02304
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-130.3,-122.3,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-21.1,-13.5,-45.0,0.0,-0.1,41.0994,29.02334
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-126.7,-118.6,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-19.5,-12.3,-45.0,0.0,3.1,41.09955,29.02279
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-125.5,-118.5,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-18.9,-12.4,-45.0,0.0,2.7,41.09964,29.0226
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-118.9,-117.8,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.9,-14.1,-45.0,0.0,-0.7,41.10058,29.02119
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-118.6,-116.5,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.3,-13.4,-45.0,0.0,1.2,41.10071,29.02093
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-116.7,-115.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.7,-13.8,-45.0,0.0,0.6,41.10092,29.02045
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-75.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,0.0,24.3,41.10587,29.0278
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-101.1,-94.7,-98.6,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-20.9,-11.7,-15.2,0.0,-5.7,41.10594,29.02651
-180.0,-180.0,-180.0,-180.0,-73.3,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-45.0,-10.3,-45.0,-45.0,-45.0,-45.0,0.0,30.7,41.10698,29.02151
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-97.4,-180.0,-104.8,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-11.3,-45.0,-16.0,0.0,6.7,41.10709,29.02633
-180.0,-180.0,-180.0,-77.3,-84.9,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.8,-15.5,-45.0,-45.0,-45.0,-45.0,0.0,8.4,41.10769,29.02268
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-122.1,-120.2,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-15.9,-14.4,-45.0,0.0,-2.3,41.10031,29.02155
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-119.4,-116.8,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-16.1,-12.9,-45.0,0.0,0.8,41.10055,29.02125
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-116.7,-117.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.1,-14.0,-45.0,0.0,1.3,41.10086,29.0206
-180.0,-180.0,-137.5,-180.0,-180.0,-180.0,-115.7,-115.6,-180.0,-45.0,-45.0,-30.4,-45.0,-45.0,-45.0,-14.0,-14.1,-45.0,0.0,-1.2,41.101,29.02016
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-120.4,-115.0,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-19.0,-13.4,-45.0,0.0,1.1,41.10105,29.01997
-180.0,-180.0,-122.1,-180.0,-180.0,-180.0,-180.0,-114.0,-180.0,-45.0,-45.0,-20.3,-45.0,-45.0,-45.0,-45.0,-13.8,-45.0,0.0,0.1,41.10108,29.01983
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-67.4,-84.1,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-10.4,-21.8,0.0,24.3,41.10538,29.02758
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-105.2,-92.4,-91.4,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-21.1,-12.9,-12.4,0.0,2.0,41.10609,29.02647
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-95.9,-180.0,-97.6,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-12.0,-45.0,-13.1,0.0,5.6,41.1068,29.0264
-180.0,-180.0,-180.0,-83.0,-87.6,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-11.0,-14.9,-45.0,-45.0,-45.0,-45.0,0.0,10.9,41.10759,29.02287
-180.0,-180.0,-180.0,-75.9,-83.7,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.6,-16.7,-45.0,-45.0,-45.0,-45.0,0.0,10.8,41.10761,29.02282
-180.0,-180.0,-180.0,-73.0,-180.0,-180.0,-180.0,-180.0,-180.0,-45.0,-45.0,-45.0,-10.4,-45.0,-45.0,-45.0,-45.0,-45.0,0.0,30.8,41.10785,29.02443
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-125.1,-118.5,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-18.4,-12.4,-45.0,0.0,1.5,41.09985,29.02221
-180.0,-180.0,-180.0,-180.0,-180.0,-180.0,-117.2,-117.4,-180.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-14.1,-14.4,-45.0,0.0,-1.0,41.10075,29.02084
-180.0,-180.0,-118.5,-180.0,-180.0,-180.0,-118.2,-116.0,-180.0,-45.0,-45.0,-17.0,-45.0,-45.0,-45.0,-16.2,-15.3,-45.0,0.0,-1.5,41.10111,29.01972
-180.0,-180.0,-117.3,-180.0,-180.0,-180.0,-120.7,-116.8,-180.0,-45.0,-45.0,-16.6,-45.0,-45.0,-45.0,-18.3,-15.2,-45.0,0.0,-1.8,41.10113,29.01966
